-149.401209111602,-2916.31263662944,264.254584558989,-139.060035843828,-3430.64673901342,161.367335933452,-431.858871533017,-3189.7296847705,214.230513344227,287.325035393411,-3190.76264766098,199.634137104209,-158.593821035751,-3268.48230425535,213.145346905937,0.791231732776618,1.58042296450939,2.37267494780793,3.13145741127349,4.34930083507307,6.78653486430063
-149.454818130939,-2916.34280038501,264.300955080577,-139.074533174941,-3430.66055317845,161.371328037058,-431.850124137262,-3189.72454510222,214.223436982258,287.324968982441,-3190.76242391464,199.636791176086,-158.596793330535,-3268.48324996191,213.156596261873,0.582463465553236,1.16084592901879,1.74534989561587,2.26291482254697,3.69860167014614,7.57306972860125
-149.508427150276,-2916.37296414059,264.347325602165,-139.089030506054,-3430.67436734349,161.375320140663,-431.841376741507,-3189.71940543394,214.216360620289,287.32490257147,-3190.7622001683,199.639445247964,-158.599765625318,-3268.48419566847,213.167845617809,0.373695198329854,0.741268893528184,1.1180248434238,1.39437223382046,3.04790250521921,8.35960459290188
-149.562036169612,-2916.40312789616,264.393696123752,-139.103527837167,-3430.68818150852,161.379312244268,-431.832629345752,-3189.71426576565,214.20928425832,287.324836160499,-3190.76197642195,199.642099319841,-158.602737920101,-3268.48514137504,213.179094973745,0.164926931106472,0.321691858037578,0.490699791231733,0.525829645093946,2.39720334029228,9.1461394572025
-149.615645188949,-2916.43329165173,264.44006664534,-139.11802516828,-3430.70199567355,161.383304347873,-431.823881949997,-3189.70912609737,214.202207896351,287.324769749528,-3190.76175267561,199.644753391719,-158.605710214884,-3268.4860870816,213.190344329681,0.000187648134601317,-0.00996164813460132,-0.00469927505486467,-0.160502807607901,1.88241584637893,9.76566400073153
-149.669254208286,-2916.4634554073,264.486437166928,-139.132522499394,-3430.71580983859,161.387296451479,-431.815134554241,-3189.70398642909,214.195131534382,287.324703338557,-3190.76152892927,199.647407463596,-158.608682509667,-3268.48703278816,213.201593685617,0.00108121068032187,-0.0108552106803219,-0.00380534674469642,-0.161378081931236,1.87891511485004,9.75691162326262
-149.679714687623,-2916.46167952585,264.50943031029,-139.138569550256,-3430.7142683228,161.381603512891,-431.810707265713,-3189.69949366368,214.191108630413,287.324165888518,-3190.76138841178,199.648499293926,-158.612073391838,-3268.48263010447,213.211234553134,0.00197477322604243,-0.0117487732260424,-0.00291141843452816,-0.162253356254572,1.87541438332114,9.74815924579371
-149.603878086958,-2916.39602437035,264.485668697201,-139.127716040618,-3430.68201544536,161.356540489918,-431.814920191637,-3189.69629470401,214.193192642445,287.322686360342,-3190.76141435201,199.64646664116,-158.616301448786,-3268.46753064026,213.217658443811,0.00283588888888889,-0.0118242718676123,-0.002443,-0.162712,1.87242608983452,9.74126517966903
-149.528041486293,-2916.33036921486,264.461907084112,-139.116862530979,-3430.64976256792,161.331477466945,-431.819133117561,-3189.69309574433,214.195276654477,287.321206832166,-3190.76144029224,199.644433988395,-158.620529505733,-3268.45243117605,213.224082334488,0.00366128571428572,-0.0109992127659574,-0.002443,-0.162712,1.87000190881459,9.73641681762918
-149.452204885629,-2916.26471405936,264.438145471022,-139.10600902134,-3430.61750969047,161.306414443972,-431.823346043486,-3189.68989678466,214.197360666509,287.31972730399,-3190.76146623247,199.642401335629,-158.624757562681,-3268.43733171185,213.230506225166,0.00448668253968254,-0.0101741536643026,-0.002443,-0.162712,1.86757772779466,9.73156845558933
-149.376368284964,-2916.19905890387,264.414383857933,-139.095155511702,-3430.58525681303,161.281351420999,-431.82755896941,-3189.68669782499,214.199444678542,287.318247775814,-3190.7614921727,199.640368682863,-158.628985619628,-3268.42223224764,213.236930115843,0.00362952165223185,-0.0106123760826116,-0.002443,-0.163122524650233,1.8676334023984,9.72839612225183
-149.300531684299,-2916.13340374838,264.390622244844,-139.084302002063,-3430.55300393559,161.256288398026,-431.831771895334,-3189.68349886532,214.201528690574,287.316768247638,-3190.76151811293,199.638336030097,-158.633213676575,-3268.40713278343,213.243354006521,0.00118781612258494,-0.0122402908061292,-0.002443,-0.163919659893404,1.87002447501666,9.72680218487675
-149.224695083634,-2916.06774859288,264.366860631754,-139.073448492424,-3430.52075105815,161.231225375053,-431.835984821259,-3189.68029990564,214.203612702606,287.315288719462,-3190.76154405316,199.636303377332,-158.637441733523,-3268.39203331922,213.249777897198,-0.00125388940706196,-0.0138682055296469,-0.002443,-0.164716795136576,1.87241554763491,9.72520824750167
-149.14885848297,-2916.00209343739,264.343099018665,-139.062594982786,-3430.48849818071,161.20616235208,-431.840197747183,-3189.67710094597,214.205696714638,287.313809191286,-3190.76156999339,199.634270724566,-158.64166979047,-3268.37693385501,213.256201787875,-0.00202815094339622,-0.014661,-0.002443,-0.164292283018868,1.87276728301887,9.72524454716981
-149.073021882305,-2915.93643828189,264.319337405576,-139.051741473147,-3430.45624530327,161.181099329107,-431.844410673107,-3189.6739019863,214.20778072667,287.31232966311,-3190.76159593361,199.6322380718,-158.645897847418,-3268.36183439081,213.262625678553,-0.0012194783184376,-0.014661,-0.002443,-0.16270803939093,1.87118303939093,9.72682845978153
-149.027999797555,-2915.89498274972,264.454491829604,-139.064721280665,-3430.35310417776,161.129270719255,-431.863268791181,-3189.65692411218,214.245738686667,287.30833136429,-3190.74765392651,199.639236932205,-158.6526850241,-3268.28944388004,213.273311844664,-0.000410805693478979,-0.014661,-0.002443,-0.161123795762992,1.86959879576299,9.72841237239325
-148.982977712805,-2915.85352721754,264.589646253632,-139.077701088183,-3430.24996305225,161.077442109403,-431.882126909255,-3189.63994623807,214.283696646665,287.304333065471,-3190.7337119194,199.64623579261,-158.659472200782,-3268.21705336927,213.283998010775,0,-0.0142592465753425,-0.002443,-0.159532260273973,1.87980753424658,9.73708373972603
-148.937955628055,-2915.81207168537,264.72480067766,-139.0906808957,-3430.14682192674,161.02561349955,-431.900985027329,-3189.62296836395,214.321654606662,287.300334766651,-3190.71976991229,199.653234653015,-158.666259377464,-3268.14466285851,213.294684176887,0,-0.013442674574006,-0.002443,-0.157933195790177,1.90219276645506,9.75307304811226
-148.892933543305,-2915.77061615319,264.859955101688,-139.103660703218,-3430.04368080123,160.973784889698,-431.919843145402,-3189.60599048983,214.35961256666,287.296336467832,-3190.70582790518,199.66023351342,-158.673046554146,-3268.07227234774,213.305370342998,0,-0.0126261025726696,-0.002443,-0.156334131306382,1.92457799866355,9.76906235649849
-148.847911458555,-2915.72916062102,264.995109525716,-139.116640510736,-3429.94053967572,160.921956279846,-431.938701263476,-3189.58901261571,214.397570526657,287.292338169012,-3190.69188589807,199.667232373825,-158.679833730829,-3267.99988183697,213.316056509109,0.000406759092425759,-0.012217,-0.00203624090757424,-0.153939430096763,1.93658986820154,9.77946343810477
-148.802889373805,-2915.68770508884,265.130263949745,-139.129620318254,-3429.83739855021,160.870127669993,-431.95755938155,-3189.5720347416,214.435528486655,287.288339870193,-3190.67794389096,199.67423123423,-158.686620907511,-3267.92749132621,213.326742675221,0.00122190757424091,-0.012217,-0.00122109242575909,-0.15074590323657,1.93818679846513,9.78425389522856
