t,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
7900,0.002443,-0.014661,0,-0.287139,2.196611,9.695717
10768,0,-0.012217,-0.002443,-0.277567,2.177469,9.705289
13711,0,-0.012217,0,-0.26321,2.177469,9.686147
16712,0,-0.014661,0,-0.253639,2.167897,9.700503
19727,0,-0.014661,-0.002443,-0.272782,2.177469,9.705289
22727,0.002443,-0.012217,0,-0.272782,2.177469,9.700503
25734,0.002443,-0.012217,-0.002443,-0.267996,2.167897,9.690931
28724,0,-0.014661,-0.002443,-0.282353,2.172683,9.690931
32190,0,-0.012217,-0.002443,-0.272782,2.196611,9.700503
34990,-0.002443,-0.009774,-0.002443,-0.282353,2.167897,9.690931
39737,0,-0.012217,-0.002443,-0.272782,2.172683,9.705289
42527,0,-0.012217,-0.002443,-0.248854,2.167897,9.686147
45529,0,-0.014661,-0.002443,-0.258425,2.182254,9.695717
48530,0,-0.009774,-0.002443,-0.282353,2.191825,9.690931
51531,-0.002443,-0.012217,0,-0.258425,2.172683,9.710074
54531,0,-0.014661,-0.002443,-0.267996,2.177469,9.695717
57533,0.002443,-0.014661,0,-0.26321,2.177469,9.705289
60534,0,-0.012217,-0.002443,-0.258425,2.177469,9.700503
63535,0,-0.012217,-0.002443,-0.26321,2.18704,9.671789
66536,0,-0.012217,-0.002443,-0.253639,2.177469,9.68136
69539,0,-0.012217,-0.002443,-0.253639,2.18704,9.710074
72542,0,-0.012217,-0.002443,-0.258425,2.172683,9.710074
75543,0,-0.012217,0,-0.258425,2.163112,9.700503
78545,0,-0.012217,0,-0.248854,2.177469,9.695717
81547,0,-0.014661,-0.002443,-0.272782,2.182254,9.705289
84548,-0.004887,-0.012217,0,-0.248854,2.172683,9.71486
87550,-0.002443,-0.012217,-0.002443,-0.258425,2.182254,9.700503
90551,-0.002443,-0.012217,0.002443,-0.258425,2.172683,9.690931
93553,0,-0.012217,-0.002443,-0.258425,2.18704,9.71486
96560,0.002443,-0.012217,0,-0.258425,2.191825,9.700503
99551,0.002443,-0.012217,-0.002443,-0.258425,2.191825,9.690931
102551,-0.004887,-0.014661,-0.002443,-0.282353,2.18704,9.710074
105552,0,-0.014661,-0.002443,-0.253639,2.163112,9.686147
108573,-0.002443,-0.012217,0,-0.224925,2.177469,9.700503
111551,0,-0.012217,0,-0.26321,2.191825,9.710074
114559,0,-0.012217,-0.002443,-0.26321,2.196611,9.705289
117567,-0.002443,-0.014661,0,-0.258425,2.182254,9.71486
120564,0,-0.012217,0,-0.258425,2.182254,9.695717
123563,0,-0.014661,0,-0.258425,2.196611,9.690931
126565,0,-0.012217,-0.002443,-0.26321,2.191825,9.686147
129613,0,-0.014661,-0.004887,-0.282353,2.182254,9.690931
132596,0,-0.012217,-0.002443,-0.248854,2.191825,9.686147
135570,0.002443,-0.014661,0,-0.253639,2.18704,9.686147
138571,0,-0.014661,0,-0.258425,2.18704,9.695717
141585,0.002443,-0.009774,-0.002443,-0.272782,2.163112,9.724432
144577,0,-0.012217,-0.002443,-0.26321,2.167897,9.695717
