t,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
785608,13.221567,7.626041,-1.380555,26.062624,141.315323,156.796875
788610,10.580186,1.720196,3.059213,45.387058,53.594444,-100.972336
791611,10.501995,1.060462,-2.098933,69.377502,35.844486,-68.568726
794613,2.360383,-2.135585,-3.193604,38.012383,-3.809374,-156.796875
797615,-1.805718,2.094046,-2.502104,19.515862,-17.113466,-34.585861
800617,0.200364,1.891239,-1.46119,-17.15654,-18.654446,124.153999
813756,7.66025,1.20707,1.72997,-8.652448,12.045469,-132.954803
816696,0.772134,1.378112,1.551598,23.377878,8.398808,-90.324265
819696,0.31032,-0.283441,1.216843,61.160545,-16.003199,78.197449
822699,2.409252,1.167974,0.273668,53.039303,-24.660431,156.796875
825701,8.881981,4.715879,-0.053756,21.238695,-25.756344,90.865044
828704,10.782993,6.00847,0.156382,17.874384,-9.963714,-18.582663
831707,9.387777,7.244862,1.33413,20.898912,14.543576,-126.982315
834709,2.262645,1.766622,0.737925,7.499106,11.700903,-77.63752
837710,1.273043,2.401922,-0.139277,17.280964,-7.585248,19.281364
840712,2.621834,5.031086,0.603535,16.754545,-23.258236,90.664055
843714,8.6132,4.774522,1.116662,6.776474,-6.953543,64.060646
846714,9.378003,5.185024,0.596204,5.541777,1.646262,-52.666027
849716,8.495914,3.237586,-0.171042,1.301696,18.247665,-84.964348
852718,4.009719,-0.684169,-0.334754,-6.192625,35.983265,-99.091576
855719,2.692694,-3.562566,-0.141721,-20.123638,30.781269,11.868401
858721,2.502104,-5.734803,-0.342085,-4.85743,3.07717,64.859848
861722,4.381125,-4.90647,-0.818559,-0.081356,-1.674976,77.096748
864725,6.013358,-5.121494,-0.957837,5.824131,-5.958128,-31.192837
867727,6.89056,-10.392039,-2.113594,39.271008,16.304693,-83.9785
870730,4.762305,-8.637635,-2.042733,38.036308,25.450062,-67.511101
873732,2.282193,-6.103765,-2.311514,10.968699,10.681561,21.650257
876735,1.014036,-6.836804,-3.208264,0.062213,-13.036098,68.439514
879736,3.909538,-6.221052,-2.343279,4.723432,-15.165709,80.255272
882739,6.365216,-4.996878,-1.979203,6.771688,-5.570491,-10.724632
885740,7.093367,-6.607118,-2.888171,-2.498107,1.253839,-58.528446
888742,4.437325,-8.388401,-3.415958,1.354338,12.026326,-39.204006
891743,2.678033,-7.555181,-3.797138,1.909473,5.460421,-0.363709
894747,2.032959,-5.553987,-3.284011,6.446264,-6.005985,16.247265
897747,3.567453,-5.045747,-2.660929,-0.928415,-5.173283,40.520058
900770,4.713436,-4.852714,-2.553417,-9.102298,-11.193624,16.151552
903748,5.412266,-7.845953,-3.068987,-16.677975,3.369094,-9.073583
906749,3.982841,-7.120245,-3.440393,-9.188439,-0.244068,-34.317863
909751,3.095865,-7.259522,-3.655417,0.430708,3.086741,-18.46302
912754,2.448348,-8.082969,-3.853338,1.153341,-4.177869,7.144968
915756,2.575408,-6.524041,-3.501479,-8.178668,-20.774487,40.529629
918757,3.450167,-4.85027,-2.416583,-19.271793,-32.839096,26.541189
921758,4.874704,-4.581489,-1.434312,-17.659031,-20.659632,17.534603
924758,4.637689,-3.076317,-1.817935,-36.184265,-33.403805,-15.610774
927761,4.393343,-2.426357,-1.744631,-39.361935,-16.448261,8.671589
930762,3.787364,-6.993185,-0.989602,-43.621155,-7.523034,27.335606
933764,4.808731,-8.207585,-1.160644,-37.567318,-9.585648,9.566504
936766,5.109277,-6.113539,-0.574213,-23.688946,8.733803,-30.350563
939769,5.087286,-1.864361,0.329867,6.412765,1.986043,-26.10091
942771,3.513697,-3.13496,0.19059,1.258625,6.015556,-11.002198
945773,3.073874,-4.684115,0.024435,-1.473979,6.996614,14.615361
948774,3.371976,-5.258328,-0.273668,-7.0014,-11.341979,8.666803
951777,5.163033,-4.095241,-0.342085,12.361322,-7.101898,-6.431907
954779,5.825211,-4.478864,-0.017104,42.597027,-5.876772,6.096912
957781,4.58882,4.483751,-0.002443,40.309486,-10.150353,-3.321238
960783,3.433063,3.867999,-1.236391,29.761929,-21.458834,-0.440279
963786,4.344474,3.877773,-2.015855,16.170696,-6.690332,-8.154739
966788,4.542394,6.761056,-1.011593,-8.575877,0.717847,-9.958928
969791,4.232074,7.826405,-1.248608,-9.647861,3.536592,-43.429729
972791,4.403117,1.910787,-1.263269,-23.870798,23.540588,-25.962128
975792,1.788613,0.361632,-0.557109,-17.190037,-16.295122,0.358923
978797,4.376239,1.121549,-0.068417,23.401806,25.263422,-14.007584
981802,-3.533245,4.657236,-0.141721,31.633116,77.556175,-156.796875
984803,-10.108598,-7.941248,1.339017,-94.545204,7.733603,-0.315853
987805,-1.979203,-3.88999,-2.592512,-42.563526,-1.148555,36.681973
990804,1.431868,-3.095865,-0.474031,5.977271,11.48555,-121.665459
993808,1.580919,0.667065,0.566883,55.417774,0.818345,39.022152
996809,-4.20031,1.883908,-0.838107,57.777092,-18.156738,-47.071609
999812,-5.226563,4.27117,-0.938289,41.654259,0.320638,-85.61998
1002812,-6.709743,9.162978,-0.992045,-19.185652,-4.819145,-66.10891
1005814,-9.1923,5.822768,-1.536937,-38.002808,-13.399807,-18.333809
1008861,-8.745147,4.505742,-0.933402,-10.360922,-10.839487,48.880581
1011815,-7.613824,6.362772,-0.171042,-15.926627,-7.494321,32.700317
1015688,-5.11172,3.718947,-0.300546,-16.347765,10.796416,-0.124427
1018400,-6.003583,0.999376,-0.784351,-31.049267,9.389436,-52.761742
