t,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
7849,-0.002443,-0.009774,0,-0.248854,1.947758,9.757931
10673,0,-0.012217,-0.002443,-0.258425,1.971686,9.753145
13654,0,-0.012217,-0.002443,-0.248854,1.971686,9.74836
16656,0.002443,-0.014661,-0.002443,-0.239282,1.976472,9.762717
20724,-0.004887,-0.012217,0,-0.244068,1.962115,9.734003
23502,-0.002443,-0.012217,0.002443,-0.239282,1.971686,9.738788
26504,0,-0.012217,0,-0.244068,1.986043,9.743573
29507,0.002443,-0.012217,-0.004887,-0.239282,1.952543,9.734003
32508,0.002443,-0.012217,-0.002443,-0.234497,1.971686,9.74836
35509,0,-0.012217,0,-0.244068,1.986043,9.738788
38512,0,-0.012217,-0.002443,-0.239282,1.957329,9.734003
41514,0.002443,-0.012217,0,-0.26321,1.9669,9.74836
44526,0,-0.012217,-0.004887,-0.267996,1.9669,9.753145
47519,-0.002443,-0.012217,-0.002443,-0.253639,1.952543,9.719646
50519,0,-0.012217,-0.002443,-0.248854,1.971686,9.753145
53521,0,-0.012217,0,-0.234497,2.029114,9.820145
56523,0.002443,-0.012217,-0.002443,-0.26321,2.225325,10.212566
59524,0.009774,-0.026878,-0.002443,0.157926,2.622534,10.427922
62525,0.026878,-0.0562,-0.012217,0.641276,3.120241,10.863415
65527,0.039095,-0.085521,-0.034208,1.134198,3.608377,11.638689
68527,0.068417,-0.12706,-0.092852,1.536192,4.713861,12.15554
71895,0.11973,-0.092852,-0.124617,1.40698,4.656433,12.624533
74673,0.051313,-0.024435,-0.144164,-0.569492,-1.167697,2.962314
77675,-0.610865,-0.288328,-0.036652,-0.574277,-1.249053,5.63749
80677,-0.144164,-0.100182,-0.014661,-1.234697,-1.770689,4.216154
83678,-0.07086,-0.158825,-0.024435,0.799203,-0.004786,7.168897
86680,-0.095295,0.234572,-0.07086,-1.818545,0.794417,10.174282
89687,-0.11973,0.156382,-0.080634,0.59342,1.043271,10.461421
92685,0.212581,-0.031765,-0.068417,4.067799,23.866014,94.104927
95695,1.436755,-2.059838,-0.45204,4.421937,41.395832,92.300735
98697,2.800206,2.585182,-0.50091,-21.903898,55.599625,32.958736
101694,2.213776,3.662748,-0.332311,-3.52702,27.900312,-36.380478
104696,2.240654,-2.604729,-0.329867,-2.282753,15.213567,-23.105095
107697,1.576032,-2.291966,-0.320093,8.068598,22.683958,-12.734602
110762,1.436755,-1.864361,-0.329867,7.781459,40.247276,30.963127
113703,3.066543,2.756224,-0.017104,-6.230911,44.807995,25.177279
116733,3.174056,2.61206,0.346971,-10.973484,49.081581,-3.081956
123193,2.419026,-1.251052,0.386067,-3.115455,26.37369,-26.033911
125972,1.265713,-0.210138,-0.273668,11.155339,30.063423,-20.889343
129180,1.092227,-0.625526,0.596204,5.929415,42.654457,13.371094
131977,0.930959,0.202807,-0.178373,-1.942972,38.69194,11.547763
134978,1.529607,1.043358,-0.559553,-4.010371,34.992641,7.9346
137980,1.238835,2.008525,-0.591318,-8.054241,24.641287,-22.564316
140981,0.613309,0.263894,0.078191,-4.589434,21.075983,-21.324837
144063,-0.105069,-0.327424,0.307876,-1.741975,18.975084,-8.140383
146987,-0.07086,-0.043982,0.237016,5.369494,43.482376,25.196424
149989,1.236391,0.982271,-0.041539,-1.177269,43.530231,13.356736
152991,1.08001,0.222355,-0.239459,-6.876972,23.535805,-14.103297
155992,0.566883,-0.576657,0.368963,-1.919044,37.462032,-25.253849
158993,-0.386067,-0.471588,0.32498,3.981657,41.649467,-4.867002
161995,-0.840551,-0.76969,0.32498,2.837888,45.621555,-3.07717
164995,-0.561996,-1.018923,-0.068417,2.230111,28.393232,2.426322
167997,-0.447153,-0.065973,-0.356745,2.191825,29.077581,7.082755
170997,-0.102625,0.205251,-0.161268,-3.694518,33.489944,1.004986
174000,0.158825,0.894307,0.605978,-5.867201,29.986853,-14.648861
177001,-0.715934,0.229685,0.136834,-2.493321,32.456245,-10.169497
180004,-1.167974,-0.122173,0.068417,-0.248854,31.905899,-2.048256
183005,-1.485624,0.25412,0.017104,0.751346,32.365318,19.649858
186006,-0.410501,0.122173,0.078191,1.392623,33.968513,22.99024
189007,-0.161268,0.168599,-0.017104,-3.871587,33.18845,15.175282
192009,-0.11973,0.200364,0.012217,-0.40678,35.614773,3.129812
195011,-0.649961,-0.561996,0.11973,1.272982,35.093136,5.259424
198085,-0.882089,-0.618196,0,1.928615,27.785458,4.694718
201015,-0.689056,-0.38118,-0.12706,1.832902,24.598217,13.744373
204017,-0.359189,0.217468,0.041539,2.158326,31.274193,24.909283
207020,0.095295,0.454484,0.0562,-2.498107,36.902111,25.579275
210022,0.513127,0.583987,-0.041539,-1.694118,26.182268,2.732604
213026,-0.295659,0.004887,0.083078,-2.976671,22.047468,-2.416751
216029,-0.361632,-0.073304,0.117286,1.148555,23.612373,3.699304
219029,-0.163712,0.031765,0.002443,0.646062,32.863026,21.870398
222031,0.442266,0.097738,-0.039095,-0.339781,30.527634,19.975283
225032,0.552222,-0.11973,-0.026878,-3.182454,29.824142,12.294322
228035,0.593761,-0.327424,0.078191,0.713061,31.45126,-1.770689
231036,0.217468,-0.239459,0.100182,2.273182,32.853458,-0.674776
234039,-0.019548,-0.263894,0.031765,2.378466,32.011181,3.732804
237042,-0.039095,-0.163712,-0.168599,1.249053,29.111082,11.662617
240044,0.43738,0.332311,-0.112399,-0.727418,26.277977,9.303294
243046,0.547335,0.31032,-0.002443,-1.74676,28.369305,7.41775
246047,0.569326,0.202807,-0.041539,-0.143569,35.715275,6.9009
249048,0.422719,0.024435,-0.019548,1.320838,32.52803,4.517649
252051,0.259007,-0.153938,-0.102625,-1.29691,23.732014,-3.641876
255051,0.031765,0.078191,-0.07086,-0.497707,30.149567,8.135597
258052,0.43738,-0.004887,-0.092852,-0.660419,35.509487,15.668203
261066,0.569326,0.014661,-0.102625,-0.488136,34.767715,10.619348
264057,0.549779,-0.185703,-0.146608,-2.799603,26.522047,-8.556733
267059,0.039095,-0.078191,-0.036652,1.751546,31.092339,-4.278367
270061,-0.100182,-0.366519,0.041539,3.962514,35.873199,5.388636
273061,-0.026878,-0.293215,-0.224798,0.708275,26.703901,3.316452
276072,0.112399,0.124617,-0.244346,0.124427,26.383263,4.651647
279073,0.180816,0.44471,-0.114843,-0.746561,33.676586,10.480562
282074,0.378736,0.249233,-0.200364,-1.74676,30.608988,2.196611
285075,0.004887,0.290772,-0.256563,-2.129612,24.392433,-6.039485
288078,0,-0.039095,-0.13439,1.631905,30.819555,-1.722832
291081,-0.031765,-0.014661,-0.193033,-2.431108,34.37529,6.30748
294084,0.06353,0.434936,-0.256563,-3.512664,26.670403,-0.019143
297087,-0.017104,0.283441,-0.100182,-4.900501,23.411379,-3.235096
300090,-0.114843,-0.178373,-0.034208,-0.253639,37.734814,11.519048
303091,-0.13439,0.168599,-0.117286,-0.224925,39.984066,12.241681
306092,0.021991,0.430049,-0.102625,-2.0004,34.609791,9.71486
