,0,1,2,3
139, 2295207,0.000000,7.250000,-9.687500
140, 2305429,0.000000,7.250000,-9.687500
141, 2317836,0.000000,7.250000,-9.687500
142, 2325330,0.000000,7.250000,-9.687500
143, 2335268,0.000000,7.250000,-9.687500
144, 2345303,0.000000,7.250000,-9.687500
145, 2355463,0.000000,7.250000,-9.687500
146, 2365335,0.000000,7.250000,-9.687500
147, 2375306,0.000000,7.250000,-9.687500
148, 2385323,0.000000,7.250000,-9.687500
149, 2395314,0.000000,7.250000,-9.687500
150, 2405532,0.000000,7.250000,-9.687500
151, 2415388,0.000000,7.250000,-9.687500
152, 2425441,0.000000,7.250000,-9.687500
153, 2435368,0.000000,7.250000,-9.687500
154, 2445398,0.000000,7.250000,-9.687500
155, 2455771,0.000000,7.250000,-9.687500
156, 2465551,0.000000,7.250000,-9.687500
157, 2475613,0.000000,7.250000,-9.687500
158, 2485693,0.000000,7.250000,-9.687500
159, 2495639,0.000000,7.250000,-9.687500
160, 2505873,0.000000,7.250000,-9.687500
161, 2516153,0.000000,7.250000,-9.687500
162, 2525699,0.000000,7.250000,-9.687500
163, 2535754,0.000000,7.250000,-9.687500
164, 2545710,0.000000,7.250000,-9.687500
165, 2555954,0.000000,7.250000,-9.687500
166, 2565725,0.000000,7.250000,-9.687500
167, 2575758,0.000000,7.250000,-9.687500
168, 2585748,0.000000,7.250000,-9.687500
169, 2595779,0.000000,7.250000,-9.687500
170, 2605954,0.000000,7.250000,-9.687500
171, 2615873,0.000000,7.250000,-9.687500
172, 2625842,0.000000,7.250000,-9.687500
173, 2635849,0.000000,7.250000,-9.687500
174, 2645819,0.000000,7.250000,-9.687500
175, 2656067,0.000000,7.250000,-9.687500
176, 2665833,0.000000,7.250000,-9.687500
177, 2675894,0.000000,7.250000,-9.687500
178, 2685874,0.000000,7.250000,-9.687500
179, 2697334,0.000000,7.250000,-9.687500
180, 2706002,0.000000,7.250000,-9.687500
181, 2715907,0.000000,7.250000,-9.687500
182, 2726503,0.000000,7.250000,-9.687500
183, 2735950,0.000000,7.250000,-9.687500
184, 2745966,0.000000,7.250000,-9.687500
185, 2756150,0.000000,7.250000,-9.687500
186, 2765951,0.000000,7.250000,-9.687500
187, 2776002,0.000000,7.250000,-9.687500
188, 2786100,0.000000,7.250000,-9.687500
189, 2795988,0.000000,7.250000,-9.687500
190, 2806201,0.000000,7.250000,-9.687500
191, 2816006,0.000000,7.250000,-9.687500
192, 2827120,0.000000,7.250000,-9.687500
193, 2837752,0.000000,7.250000,-9.687500
194, 2846090,0.000000,7.250000,-9.687500
195, 2856296,0.000000,7.250000,-9.687500
196, 2866073,0.000000,7.250000,-9.687500
197, 2876121,0.000000,7.250000,-9.687500
198, 2886078,0.000000,7.250000,-9.687500
199, 2896153,0.000000,7.250000,-9.687500
200, 2906291,0.000000,7.250000,-9.687500
201, 2916126,0.000000,7.250000,-9.687500
202, 2926179,0.000000,7.250000,-9.687500
203, 2936218,0.000000,7.250000,-9.687500
204, 2946187,0.000000,7.250000,-9.687500
205, 2956411,0.000000,7.250000,-9.687500
206, 2966210,0.000000,7.250000,-9.687500
207, 2976339,0.000000,7.250000,-9.687500
208, 2986345,0.000000,7.250000,-9.687500
209, 2996376,0.000000,7.250000,-9.687500
210, 3006528,0.000000,7.250000,-9.687500
211, 3016398,0.000000,7.250000,-9.687500
212, 3027015,0.000000,7.250000,-9.687500
213, 3036365,0.000000,7.250000,-9.687500
214, 3046421,0.000000,7.250000,-9.687500
215, 3056615,0.000000,7.250000,-9.687500
216, 3066405,0.000000,7.250000,-9.687500
217, 3076468,0.000000,7.250000,-9.687500
218, 3086458,0.000000,7.250000,-9.687500
219, 3096509,0.000000,7.250000,-9.687500
220, 3106651,0.000000,7.250000,-9.687500
221, 3116515,0.000000,7.250000,-9.687500
222, 3126483,0.000000,7.250000,-9.687500
223, 3136607,0.000000,7.250000,-9.687500
224, 3146550,0.000000,7.250000,-9.687500
225, 3156696,0.000000,7.250000,-9.687500
226, 3166546,0.000000,7.250000,-9.687500
227, 3176553,0.000000,7.250000,-9.687500
228, 3186586,0.000000,7.250000,-9.687500
229, 3196677,0.000000,7.250000,-9.687500
230, 3206891,0.000000,7.250000,-9.687500
231, 3216700,0.000000,7.250000,-9.687500
232, 3226730,0.000000,7.250000,-9.687500
233, 3236735,0.000000,7.250000,-9.687500
234, 3246752,0.000000,7.250000,-9.687500
235, 3256927,0.000000,7.250000,-9.687500
236, 3266819,0.000000,7.250000,-9.687500
237, 3276762,0.000000,7.250000,-9.687500
238, 3286779,0.000000,7.250000,-9.687500
239, 3296798,0.000000,7.250000,-9.687500
240, 3307038,0.000000,7.250000,-9.687500
241, 3316819,0.000000,7.250000,-9.687500
242, 3326845,0.000000,7.250000,-9.687500
243, 3336844,0.000000,7.250000,-9.687500
244, 3346822,0.000000,7.250000,-9.687500
245, 3357049,0.000000,7.250000,-9.687500
246, 3366869,0.000000,7.250000,-9.687500
247, 3376900,0.000000,7.250000,-9.687500
248, 3386889,0.000000,7.250000,-9.687500
249, 3396897,0.000000,7.250000,-9.687500
250, 3407192,0.000000,7.250000,-9.687500
251, 3417039,0.000000,7.250000,-9.687500
252, 3427030,0.000000,7.250000,-9.687500
253, 3437041,0.000000,7.250000,-9.687500
254, 3447072,0.000000,7.250000,-9.687500
255, 3457269,0.000000,7.250000,-9.687500
256, 3467103,0.000000,7.250000,-9.687500
257, 3477117,0.000000,7.250000,-9.687500
258, 3487085,0.000000,7.250000,-9.687500
259, 3497137,0.000000,7.250000,-9.687500
260, 3507294,0.000000,7.250000,-9.687500
261, 3517175,0.000000,7.250000,-9.687500
262, 3527120,0.000000,7.250000,-9.687500
263, 3539930,0.000000,7.250000,-9.687500
264, 3547233,0.000000,7.250000,-9.687500
265, 3557361,0.000000,7.250000,-9.687500
266, 3567224,0.000000,7.250000,-9.687500
267, 3577187,0.000000,7.250000,-9.687500
268, 3587220,0.000000,7.250000,-9.687500
269, 3597207,0.000000,7.250000,-9.687500
270, 3607451,0.000000,7.250000,-9.687500
271, 3617235,0.000000,7.250000,-9.687500
272, 3627263,0.000000,7.250000,-9.687500
273, 3637377,0.000000,7.250000,-9.687500
274, 3647316,0.000000,7.250000,-9.687500
275, 3657562,0.000000,7.250000,-9.687500
276, 3667438,0.000000,7.250000,-9.687500
277, 3677396,0.000000,7.250000,-9.687500
278, 3687422,0.000000,7.250000,-9.687500
279, 3697411,0.000000,7.250000,-9.687500
280, 3707631,0.000000,7.250000,-9.687500
281, 3717502,0.000000,7.250000,-9.687500
282, 3727466,0.000000,7.250000,-9.687500
283, 3737456,0.000000,7.250000,-9.687500
284, 3748578,0.000000,7.250000,-9.687500
285, 3757690,0.000000,7.250000,-9.687500
286, 3767500,0.000000,7.250000,-9.687500
287, 3777514,0.000000,7.250000,-9.687500
288, 3787503,0.000000,7.250000,-9.687500
289, 3797533,0.000000,7.250000,-9.687500
290, 3807711,0.000000,7.250000,-9.687500
291, 3817559,0.000000,7.250000,-9.687500
292, 3827559,0.000000,7.250000,-9.687500
293, 3837518,0.000000,7.250000,-9.687500
294, 3847604,0.000000,7.250000,-9.687500
295, 3857814,0.000000,7.250000,-9.687500
296, 3867542,0.000000,7.250000,-9.687500
297, 3877568,0.000000,7.250000,-9.687500
298, 3887576,0.000000,7.250000,-9.687500
299, 3897599,0.000000,7.250000,-9.687500
300, 3907609,0.000000,7.250000,-9.687500
301, 3917596,0.000000,7.250000,-9.687500
302, 3927607,0.000000,7.250000,-9.687500
303, 3937630,0.000000,7.250000,-9.687500
304, 3947707,0.000000,7.250000,-9.687500
305, 3957647,0.000000,7.250000,-9.687500
306, 3967633,0.000000,7.250000,-9.687500
307, 3977661,0.000000,7.250000,-9.687500
308, 3987669,0.000000,7.250000,-9.687500
309, 3997725,0.000000,7.250000,-9.687500
310, 4007664,0.000000,7.250000,-9.687500
311, 4017719,0.000000,7.250000,-9.687500
312, 4027713,0.000000,7.250000,-9.687500
313, 4037771,0.000000,7.250000,-9.687500
314, 4050134,0.000000,7.250000,-9.687500
315, 4058195,0.000000,7.250000,-9.687500
316, 4067749,0.000000,7.250000,-9.687500
317, 4077771,0.000000,7.250000,-9.687500
318, 4087751,0.000000,7.250000,-9.687500
319, 4097769,0.000000,7.250000,-9.687500
320, 4107776,0.000000,7.250000,-9.687500
321, 4117800,0.000000,7.250000,-9.687500
322, 4127815,0.000000,7.250000,-9.687500
323, 4137835,0.000000,7.250000,-9.687500
324, 4147817,0.000000,7.250000,-9.687500
325, 4159717,0.000000,7.250000,-9.687500
326, 4167940,0.000000,7.250000,-9.687500
327, 4177844,0.000000,7.250000,-9.687500
328, 4187881,0.000000,7.250000,-9.687500
329, 4197905,0.000000,7.250000,-9.687500
330, 4207885,0.000000,7.250000,-9.687500
331, 4217868,0.000000,7.250000,-9.687500
332, 4227954,0.000000,7.250000,-9.687500
333, 4237907,0.000000,7.250000,-9.687500
334, 4247928,0.000000,7.250000,-9.687500
335, 4257969,0.000000,7.250000,-9.687500
336, 4267954,0.000000,7.250000,-9.687500
337, 4277938,0.000000,7.250000,-9.687500
338, 4287965,0.000000,7.250000,-9.687500
339, 4298011,0.000000,7.250000,-9.687500
340, 4308006,0.000000,7.250000,-9.687500
341, 4318020,0.000000,7.250000,-9.687500
342, 4328029,0.000000,7.250000,-9.687500
343, 4338012,0.062500,7.187500,-9.625000
344, 4348064,0.250000,6.937500,-9.562500
345, 4358099,0.500000,6.750000,-9.562500
346, 4367006,0.687500,6.562500,-9.500000
347, 4376996,0.937500,6.500000,-9.437500
348, 4388079,1.125000,6.375000,-9.437500
349, 4398096,1.312500,6.250000,-9.375000
350, 4408098,1.437500,6.187500,-9.375000
351, 4417031,1.500000,6.125000,-9.312500
352, 4427064,1.500000,6.062500,-9.312500
353, 4438120,1.500000,6.000000,-9.312500
354, 4448166,1.437500,6.000000,-9.250000
355, 4458865,1.375000,6.000000,-9.250000
356, 4468159,1.375000,6.125000,-9.187500
357, 4477088,1.437500,6.250000,-9.000000
358, 4488205,1.562500,6.375000,-8.750000
359, 4498168,1.625000,6.500000,-8.437500
360, 4508250,1.750000,6.625000,-8.125000
361, 4517120,1.875000,6.812500,-7.875000
362, 4527163,2.000000,7.062500,-7.562500
363, 4538246,2.125000,7.375000,-7.312500
364, 4548250,2.250000,7.687500,-7.125000
365, 4558258,2.437500,8.187500,-7.000000
366, 4568481,2.562500,8.687500,-6.875000
367, 4577173,2.562500,9.312500,-6.750000
368, 4588297,2.500000,10.000000,-6.625000
369, 4598254,2.375000,10.812500,-6.312500
370, 4608284,2.250000,11.687500,-5.937500
371, 4617205,2.125000,12.687500,-5.500000
372, 4627248,2.000000,13.750000,-4.875000
373, 4638305,1.875000,14.750000,-4.250000
374, 4648323,1.875000,15.687500,-3.437500
375, 4658324,1.812500,16.625000,-2.625000
376, 4667283,1.750000,17.562500,-1.750000
377, 4677268,1.687500,18.437500,-0.937500
378, 4688640,1.562500,19.500000,-0.062500
379, 4698393,1.500000,20.812500,0.812500
380, 4708350,1.437500,22.250000,1.875000
381, 4717319,1.312500,23.750000,3.062500
382, 4727303,1.187500,25.187500,4.187500
383, 4738392,1.125000,26.437500,5.187500
384, 4748450,1.062500,27.500000,6.062500
385, 4758389,1.000000,28.437500,6.875000
386, 4768225,0.937500,29.250000,7.562500
387, 4777357,0.875000,30.062500,8.250000
388, 4788465,0.875000,30.687500,8.812500
389, 4798446,0.875000,31.187500,9.250000
390, 4808477,1.062500,31.687500,9.437500
391, 4817391,1.250000,32.125000,9.437500
392, 4827424,1.437500,32.562500,9.375000
393, 4838488,1.625000,32.937500,9.312500
394, 4848507,1.812500,33.250000,9.312500
395, 4858522,2.000000,33.562500,9.250000
396, 4868583,2.250000,34.000000,9.250000
397, 4877525,2.437500,34.437500,9.250000
398, 4888522,2.625000,34.875000,9.187500
399, 4898553,2.875000,35.375000,9.125000
400, 4908548,3.125000,35.937500,9.125000
401, 4917512,3.375000,36.437500,9.062500
402, 4927494,3.625000,37.000000,9.062500
403, 4938597,3.875000,37.500000,8.937500
404, 4948632,4.125000,37.937500,8.875000
405, 4958585,4.375000,38.375000,8.812500
406, 4967554,4.625000,38.750000,8.812500
407, 4980339,4.812500,39.062500,8.875000
408, 4989834,5.000000,39.375000,8.875000
409, 4998622,5.125000,39.687500,8.937500
410, 5008652,5.187500,40.000000,8.937500
411, 5017576,5.312500,40.312500,9.000000
412, 5027614,5.437500,40.562500,9.062500
413, 5038713,5.562500,40.812500,9.125000
414, 5048708,5.687500,41.000000,9.125000
415, 5058713,5.750000,41.062500,9.250000
416, 5067653,5.812500,41.000000,9.375000
417, 5077641,5.875000,40.812500,9.562500
418, 5088739,5.937500,40.312500,9.687500
419, 5098733,5.937500,39.562500,9.875000
420, 5108802,5.875000,38.562500,10.000000
421, 5117674,5.875000,37.312500,10.187500
422, 5127708,5.812500,36.000000,10.312500
423, 5138773,5.875000,34.562500,10.312500
424, 5148794,5.937500,33.062500,10.250000
425, 5158776,6.000000,31.625000,10.250000
426, 5167736,6.062500,30.187500,10.250000
427, 5177912,6.125000,28.750000,10.250000
428, 5188866,6.125000,27.125000,10.250000
429, 5198829,6.125000,25.375000,10.312500
430, 5208818,6.125000,23.500000,10.375000
431, 5217788,6.062500,21.625000,10.437500
432, 5227771,6.062500,19.875000,10.500000
433, 5238896,6.000000,18.312500,10.562500
434, 5248849,5.875000,16.750000,10.687500
435, 5258907,5.625000,15.250000,10.812500
436, 5267805,5.312500,13.875000,10.812500
437, 5277838,5.000000,12.562500,10.750000
438, 5288920,4.687500,11.375000,10.750000
439, 5298928,4.437500,10.312500,10.687500
440, 5308949,4.187500,9.312500,10.750000
441, 5317850,4.062500,8.250000,10.812500
442, 5327887,3.937500,7.250000,10.937500
443, 5338944,3.812500,6.187500,11.000000
444, 5349002,3.750000,5.000000,11.062500
445, 5358947,3.750000,3.687500,11.125000
446, 5367923,3.750000,2.312500,11.062500
447, 5377907,3.812500,0.937500,11.062500
448, 5389080,3.875000,-0.375000,11.062500
449, 5399020,3.937500,-1.750000,11.062500
450, 5409039,4.000000,-3.187500,11.125000
451, 5417962,4.000000,-4.625000,11.250000
452, 5427996,4.062500,-5.937500,11.500000
453, 5439060,4.125000,-7.187500,11.750000
454, 5449079,4.125000,-8.312500,12.062500
455, 5459071,4.125000,-9.312500,12.312500
456, 5468036,4.062500,-10.187500,12.500000
457, 5478026,3.937500,-11.000000,12.687500
458, 5491538,3.875000,-11.812500,12.875000
459, 5499177,3.812500,-12.437500,13.062500
460, 5509121,3.750000,-12.875000,13.187500
461, 5518084,3.625000,-13.250000,13.250000
462, 5528070,3.562500,-13.500000,13.250000
463, 5539170,3.437500,-13.750000,13.250000
464, 5549155,3.437500,-14.125000,13.312500
465, 5559237,3.500000,-14.625000,13.437500
466, 5568120,3.562500,-15.000000,13.625000
467, 5578145,3.562500,-15.375000,13.812500
468, 5589234,3.625000,-15.687500,13.937500
469, 5599281,3.625000,-15.937500,14.062500
470, 5609225,3.687500,-16.125000,14.187500
471, 5618199,3.687500,-16.312500,14.250000
472, 5628182,3.750000,-16.500000,14.375000
473, 5639289,3.750000,-16.750000,14.437500
474, 5649310,3.750000,-17.062500,14.500000
475, 5659321,3.812500,-17.375000,14.562500
476, 5668231,3.812500,-17.750000,14.687500
477, 5678251,3.812500,-18.125000,14.750000
478, 5690495,3.875000,-18.437500,14.875000
479, 5699454,3.875000,-18.750000,15.000000
480, 5709355,3.875000,-18.937500,15.062500
481, 5718304,3.875000,-19.062500,15.125000
482, 5729349,3.875000,-19.062500,15.125000
483, 5739408,3.875000,-19.000000,15.125000
484, 5749364,3.875000,-18.812500,15.062500
485, 5759424,3.875000,-18.625000,15.062500
486, 5768323,3.812500,-18.375000,15.000000
487, 5778354,3.812500,-17.937500,14.875000
488, 5792459,3.687500,-17.437500,14.750000
489, 5800150,3.562500,-16.750000,14.625000
490, 5810103,3.375000,-15.812500,14.437500
491, 5819086,3.187500,-14.687500,14.250000
492, 5829072,3.000000,-13.250000,13.937500
493, 5840205,2.812500,-11.562500,13.625000
494, 5850142,2.625000,-9.562500,13.250000
495, 5860171,2.500000,-7.375000,12.875000
496, 5869092,2.500000,-5.250000,12.500000
497, 5879126,2.562500,-3.062500,12.187500
498, 5890185,2.750000,-1.000000,11.812500
499, 5901872,3.062500,0.812500,11.562500
500, 5910264,3.375000,2.500000,11.312500
501, 5919156,3.625000,4.125000,11.062500
502, 5929185,3.812500,5.687500,10.875000
503, 5940233,3.937500,7.125000,10.625000
504, 5950335,4.000000,8.562500,10.375000
505, 5960292,3.937500,9.875000,10.125000
506, 5969227,3.937500,11.062500,9.875000
507, 5979211,3.875000,12.187500,9.625000
508, 5990313,3.875000,13.375000,9.312500
509, 6000388,3.875000,14.562500,9.125000
510, 6010345,3.875000,15.812500,8.875000
511, 6019291,3.937500,17.062500,8.625000
512, 6029265,4.062500,18.312500,8.375000
513, 6040364,4.187500,19.562500,8.062500
514, 6050369,4.250000,20.750000,7.812500
515, 6060386,4.375000,21.875000,7.562500
516, 6069298,4.375000,23.062500,7.312500
517, 6079334,4.375000,24.250000,7.125000
518, 6090408,4.437500,25.375000,6.875000
519, 6100505,4.437500,26.375000,6.625000
520, 6110404,4.500000,27.375000,6.375000
521, 6119374,4.562500,28.312500,6.187500
522, 6129359,4.562500,29.125000,6.000000
523, 6140475,4.687500,30.000000,5.812500
524, 6150434,4.750000,30.875000,5.625000
525, 6160472,4.875000,31.750000,5.375000
526, 6169391,5.000000,32.687500,5.125000
527, 6179419,5.000000,33.562500,4.875000
528, 6190474,5.062500,34.375000,4.625000
529, 6201524,5.062500,35.187500,4.312500
530, 6210573,5.062500,35.875000,4.062500
531, 6219449,5.062500,36.500000,3.812500
532, 6229480,5.062500,37.125000,3.562500
533, 6240525,5.125000,37.750000,3.312500
534, 6250572,5.125000,38.375000,3.125000
535, 6260556,5.250000,38.937500,2.875000
536, 6269521,5.312500,39.562500,2.687500
537, 6279499,5.375000,40.187500,2.437500
538, 6290621,5.375000,40.812500,2.187500
539, 6302707,5.437500,41.375000,1.937500
540, 6310913,5.375000,42.000000,1.687500
541, 6319554,5.375000,42.500000,1.500000
542, 6329584,5.375000,43.000000,1.375000
543, 6340642,5.312500,43.312500,1.250000
544, 6350667,5.187500,43.625000,1.250000
545, 6360646,5.125000,43.812500,1.250000
546, 6369641,5.062500,43.812500,1.312500
547, 6379607,5.000000,43.687500,1.437500
548, 6390738,4.875000,43.375000,1.687500
549, 6400717,4.812500,42.875000,1.937500
550, 6412167,4.687500,42.250000,2.187500
551, 6419684,4.562500,41.500000,2.500000
552, 6429669,4.375000,40.687500,2.812500
553, 6440773,4.250000,39.687500,3.125000
554, 6450800,4.125000,38.625000,3.500000
555, 6460752,3.937500,37.375000,3.937500
556, 6469728,3.750000,35.937500,4.500000
557, 6479709,3.437500,34.312500,5.125000
558, 6490855,3.187500,32.625000,5.750000
559, 6500826,2.812500,30.875000,6.437500
560, 6510895,2.375000,29.062500,7.187500
561, 6519755,1.875000,27.250000,8.000000
562, 6529790,1.375000,25.437500,8.812500
563, 6540838,0.812500,23.750000,9.625000
564, 6550887,0.250000,22.250000,10.375000
565, 6560915,359.687500,20.687500,11.062500
566, 6569837,359.125000,19.125000,11.625000
567, 6579831,358.562500,17.562500,12.000000
568, 6590915,358.187500,16.000000,12.062500
569, 6600976,357.875000,14.250000,12.062500
570, 6610922,357.625000,12.437500,12.000000
571, 6620694,357.250000,10.625000,12.000000
572, 6629877,356.937500,8.937500,12.062500
573, 6640979,356.562500,7.437500,12.125000
574, 6650952,356.312500,6.062500,12.187500
575, 6660996,356.125000,4.750000,12.312500
576, 6669909,356.000000,3.437500,12.500000
577, 6679930,355.812500,2.125000,12.687500
578, 6691026,355.687500,0.875000,12.875000
579, 6701024,355.500000,-0.312500,13.062500
580, 6711248,355.375000,-1.562500,13.312500
581, 6720831,355.125000,-2.687500,13.500000
582, 6729974,354.875000,-3.812500,13.562500
583, 6741088,354.750000,-4.875000,13.625000
584, 6751092,354.687500,-5.875000,13.625000
585, 6761108,354.625000,-6.875000,13.687500
586, 6770020,354.687500,-7.750000,13.875000
587, 6780048,354.750000,-8.625000,14.062500
588, 6791101,354.875000,-9.562500,14.250000
589, 6801174,354.937500,-10.562500,14.375000
590, 6811106,355.062500,-11.562500,14.562500
591, 6822076,355.125000,-12.437500,14.687500
592, 6830065,355.187500,-13.187500,14.812500
593, 6841194,355.187500,-13.875000,14.937500
594, 6851160,355.312500,-14.562500,15.000000
595, 6861208,355.437500,-15.250000,15.125000
596, 6870102,355.687500,-16.000000,15.250000
597, 6880131,355.937500,-16.750000,15.500000
598, 6891179,356.250000,-17.437500,15.750000
599, 6901228,356.437500,-17.937500,16.000000
600, 6911232,356.625000,-18.437500,16.125000
601, 6920181,356.812500,-18.875000,16.312500
602, 6930166,357.000000,-19.250000,16.437500
603, 6941258,357.250000,-19.500000,16.500000
604, 6951296,357.375000,-19.562500,16.562500
605, 6961283,357.562500,-19.500000,16.500000
606, 6970195,357.687500,-19.375000,16.500000
607, 6980229,357.750000,-19.187500,16.500000
608, 6991299,357.812500,-18.937500,16.500000
609, 7001313,357.812500,-18.500000,16.500000
610, 7011309,357.812500,-17.937500,16.437500
611, 7020359,357.812500,-17.187500,16.375000
612, 7030270,357.750000,-16.250000,16.250000
613, 7041414,357.687500,-15.125000,16.062500
