,0,1,2,3,4
0,time,position,velocity,current,rpm
1,2022-05-11 13:16:21.898000,-0.0,0.017,7.139,17.395
2,2022-05-11 13:16:21.930000,0.002,0.206,17.911,191.345
3,2022-05-11 13:16:21.965000,0.02,0.977,24.146,480.652
4,2022-05-11 13:16:21.996000,0.065,1.816,24.784,765.381
5,2022-05-11 13:16:22.036000,0.158,2.917,28.788,1122.437
6,2022-05-11 13:16:22.069000,0.263,3.827,28.032,1449.28
7,2022-05-11 13:16:22.097000,0.399,4.749,27.481,1732.178
8,2022-05-11 13:16:22.131000,0.551,5.577,27.87,2045.288
9,2022-05-11 13:16:22.161000,0.754,6.593,29.367,2318.115
10,2022-05-11 13:16:22.194000,0.967,7.457,20.368,2568.054
11,2022-05-11 13:16:22.226000,1.211,7.82,14.791,2661.438
12,2022-05-11 13:16:22.256000,1.465,8.046,11.909,2672.425
13,2022-05-11 13:16:22.275000,1.67,8.029,9.67,2677.918
14,2022-05-11 13:16:22.295000,1.825,7.691,14.43,2698.059
