0,1,2,3,4,5,6,7
6716,0.002443,-0.009774,-0.002443,-0.258425,2.225325,9.659825,"0.000000"
9705,-0.002443,-0.012217,-0.625526,-0.246461,2.22054,9.66461,"0.000000"
12743,0.002443,-0.012217,-0.002443,-0.270389,2.218147,9.669396,"0.000000"
15671,0.002443,-0.012217,-0.002443,-0.260818,2.232504,9.676576,"0.000000"
18808,0,-0.014661,-0.002443,-0.275175,2.215754,9.671789,"0.000000"
20145,0,-0.014661,-0.002443,-0.275175,2.215754,9.671789,"0.000000"
23144,12.982108,-80.035561,65.992989,39.199219,38.871403,13.000205,"0.000000"
26144,13.021203,-80.035561,65.992989,39.199219,0.002393,0,"0.000000"
29145,12.982108,-80.035561,65.992989,39.199219,53.230732,13.000205,"0.000000"
33477,0.031765,-0.068417,-0.012217,0.90688,3.503092,10.15514,"0.000000"
36481,0.053756,-0.046426,-0.024435,0.732204,8.635697,13.744373,"0.000000"
39482,0.144164,0.185703,-0.043982,1.227518,11.875579,14.469398,"0.000000"
42482,0.293215,0.068417,-0.061087,0.665205,14.002799,15.058033,"0.000000"
45482,0.383623,0.114843,-0.122173,0.150748,14.359329,10.765308,"0.000000"
48482,0.430049,0.19059,-0.107512,0.524028,17.163717,10.013963,"0.000000"
51507,0.412945,0.058643,-0.100182,-0.078963,18.695124,9.317652,"0.000000"
53154,0.412945,0.058643,-0.100182,-0.078963,18.695124,9.317652,"0.000000"
56154,53.795235,40.021446,0,0,0,0,"0.000000"
59156,13.021203,-80.035561,65.992989,39.199219,-31.798222,13.000205,"0.000000"
62158,13.021203,-80.035561,65.992989,39.199219,0.002393,0,"0.000000"
66491,0.114843,-0.085521,-0.07086,-2.304288,19.71686,-1.87358,"0.000000"
69492,-0.058643,-0.312763,-0.031765,-0.909273,20.726631,-1.086341,"0.000000"
72496,-0.102625,-0.315206,-0.053756,2.086541,25.093533,5.563313,"0.000000"
75497,0.012217,0.080634,-0.19792,0.521635,23.447269,5.292924,"0.000000"
78497,0.158825,0.400728,-0.32498,-0.397209,29.472399,4.948358,"0.000000"
81497,0.163712,0.566883,-0.361632,-1.11027,28.890942,7.867601,"0.000000"
84500,-0.168599,-0.083078,-0.207694,-2.9671,25.026533,7.709675,"0.000000"
87502,-0.06353,0.046426,-0.175929,-0.574277,23.071596,8.508877,"0.000000"
90503,-0.161268,-0.051313,-0.06353,2.277967,25.856842,9.767502,"0.000000"
93504,0.058643,0.085521,-0.048869,2.711068,27.897921,11.112268,"0.000000"
96506,0.114843,0.263894,-0.097738,2.445465,30.266813,11.868401,"0.000000"
99507,0.073304,0.124617,-0.18326,-0.026321,27.426533,7.087541,"0.000000"
102508,0.171042,0.11973,-0.161268,-2.421537,26.335405,7.161718,"0.000000"
105509,0.06353,0.085521,-0.092852,-3.665804,27.266214,6.381658,"0.000000"
108520,0.092852,0.021991,-0.0562,-3.608377,30.551561,8.717052,"0.000000"
111520,0.18326,0.344528,-0.036652,-3.737589,29.479576,8.035098,"0.000000"
114564,0.224798,0.278555,-0.012217,-3.491128,29.733215,6.597012,"0.000000"
117513,0.200364,0.090408,0.053756,-4.314259,29.072798,3.022135,"0.000000"
120514,0.175929,-0.034208,0.100182,-3.826123,28.718658,5.589634,"0.000000"
123515,0.058643,-0.151495,0.122173,-4.759324,29.024937,3.768696,"0.000000"
126517,0.136834,-0.205251,0.11973,-2.591427,31.226336,3.529413,"0.000000"
129518,0.102625,-0.043982,0.087965,-0.799203,31.243084,2.627319,"0.000000"
132520,-0.046426,-0.0562,0.109956,-2.232504,29.871998,2.182254,"0.000000"
135522,-0.105069,-0.046426,0.188146,-0.105284,32.482567,5.17089,"0.000000"
138529,-0.041539,-0.212581,0.210138,-0.177069,32.896523,6.28116,"0.000000"
141528,-0.105069,-0.18326,0.158825,1.639084,31.726435,8.386844,"0.000000"
144528,-0.131947,-0.090408,0.146608,2.732604,31.678577,10.932808,"0.000000"
147529,-0.078191,0.017104,0.065973,1.56012,29.429327,7.410572,"0.000000"
150577,0.031765,0.146608,0.031765,2.39043,29.941391,9.372686,"0.000000"
153531,0.029322,0.051313,-0.004887,0.614955,29.606394,6.939186,"0.000000"
