NO_OF_SAMPLES	10280
FREQUENCY	1200
TIME_STAMP	2022-04-11, 14:13:41.908	8519.26453246
FIRST_SAMPLE	1
DESCRIPTION	Force data in local (force plate) coordinates
DATA_INCLUDED	Force
FORCE_PLATE_TYPE	Amti Gen 5
FORCE_PLATE_MODEL	Unknown
FORCE_PLATE_NAME	Amti Optima OPT400600-HF-2000-CTT 10116M
FORCE_PLATE_CORNER_POSX_POSY_X	-400.000006
FORCE_PLATE_CORNER_POSX_POSY_Y	600.000024
FORCE_PLATE_CORNER_POSX_POSY_Z	-35.000000
FORCE_PLATE_CORNER_NEGX_POSY_X	0.000000
FORCE_PLATE_CORNER_NEGX_POSY_Y	600.000024
FORCE_PLATE_CORNER_NEGX_POSY_Z	-35.000000
FORCE_PLATE_CORNER_NEGX_NEGY_X	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_Y	0.000000
FORCE_PLATE_CORNER_NEGX_NEGY_Z	-35.000000
FORCE_PLATE_CORNER_POSX_NEGY_X	-400.000006
FORCE_PLATE_CORNER_POSX_NEGY_Y	0.000000
FORCE_PLATE_CORNER_POSX_NEGY_Z	-35.000000
FORCE_PLATE_OFFSET_X	0.584200
FORCE_PLATE_OFFSET_Y	-0.787400
FORCE_PLATE_OFFSET_Z	-40.309800
FORCE_PLATE_LENGTH	599.948000
FORCE_PLATE_WIDTH	400.050000
SAMPLE	TIME	Force_X	Force_Y	Force_Z	Moment_X	Moment_Y	Moment_Z	COP_X	COP_Y	COP_Z
3127	2.60500	-0.531418	0.088455	0.000000	0.091408	0.072758	0.056777	0.000000	0.000000	0.000000	
3128	2.60583	-0.265709	-0.088455	0.719879	-0.091408	0.000000	-0.132480	0.000000	0.000000	0.000000	
3129	2.60667	-0.265709	0.088455	0.000000	-0.182816	-0.036379	-0.037851	0.000000	0.000000	0.000000	
3130	2.60750	0.088570	-0.265366	0.719879	0.091408	-0.036379	-0.056777	0.000000	0.000000	0.000000	
3131	2.60833	-0.088570	0.265366	1.439758	-0.045704	-0.109137	-0.018926	0.000000	0.000000	0.000000	
3132	2.60917	0.088570	-0.088455	-0.719879	0.274223	0.218273	0.000000	0.000000	0.000000	0.000000	
3133	2.61000	0.000000	0.265366	-0.719879	-0.091408	-0.036379	0.000000	0.000000	0.000000	0.000000	
3134	2.61083	0.000000	0.176910	-0.719879	0.000000	-0.109137	0.000000	0.000000	0.000000	0.000000	
3135	2.61167	0.088570	-0.353821	-1.439758	-0.091408	0.145515	-0.018926	0.000000	0.000000	0.000000	
3136	2.61250	-0.088570	-0.353821	1.079819	-0.091408	0.072758	0.018926	0.000000	0.000000	0.000000	
3137	2.61333	0.000000	0.088455	1.079819	0.000000	-0.036379	-0.113554	0.000000	0.000000	0.000000	
3138	2.61417	-0.177139	-0.088455	-1.079819	-0.045704	-0.109137	0.000000	0.000000	0.000000	0.000000	
3139	2.61500	0.088570	-0.176910	0.719879	0.000000	0.072758	-0.018926	0.000000	0.000000	0.000000	
3140	2.61583	0.177139	0.088455	0.000000	-0.091408	0.109137	-0.018926	0.000000	0.000000	0.000000	
3141	2.61667	-0.265709	-0.442276	0.719879	-0.045704	0.036379	-0.056777	0.000000	0.000000	0.000000	
3142	2.61750	-0.088570	0.176910	0.719879	0.000000	0.036379	-0.037851	0.000000	0.000000	0.000000	
3143	2.61833	0.088570	0.088455	2.159637	0.000000	-0.254652	-0.056777	0.000000	0.000000	0.000000	
3144	2.61917	0.177139	-0.088455	0.000000	0.091408	-0.072758	-0.075703	0.000000	0.000000	0.000000	
3145	2.62000	0.000000	-0.265366	0.719879	0.091408	0.072758	0.000000	0.000000	0.000000	0.000000	
3146	2.62083	-0.177139	-0.265366	0.000000	0.000000	0.109137	0.075703	0.000000	0.000000	0.000000	
3147	2.62167	-0.088570	-0.176910	-1.079819	-0.182816	0.036379	-0.075703	0.000000	0.000000	0.000000	
3148	2.62250	-0.354279	-0.530731	-0.719879	0.182816	-0.109137	0.132480	0.000000	0.000000	0.000000	
3149	2.62333	0.000000	-0.353821	-0.359940	-0.228519	0.181894	0.075703	0.000000	0.000000	0.000000	
3150	2.62417	-0.177139	0.088455	1.799698	0.045704	-0.072758	-0.018926	0.000000	0.000000	0.000000	
3151	2.62500	0.442848	0.000000	0.719879	-0.091408	-0.181894	-0.037851	0.000000	0.000000	0.000000	
3152	2.62583	0.442848	-0.088455	-1.079819	0.045704	0.000000	0.000000	0.000000	0.000000	0.000000	
3153	2.62667	0.000000	0.176910	2.879517	0.091408	0.072758	0.113554	0.000000	0.000000	0.000000	
3154	2.62750	-0.177139	-0.088455	-0.719879	-0.091408	-0.109137	-0.037851	0.000000	0.000000	0.000000	
3155	2.62833	0.265709	0.000000	0.000000	-0.137112	0.000000	-0.075703	0.000000	0.000000	0.000000	
3156	2.62917	-0.177139	-0.442276	0.359940	-0.137112	-0.036379	-0.056777	0.000000	0.000000	0.000000	
3157	2.63000	-0.177139	-0.619186	0.000000	-0.045704	-0.109137	0.018926	0.000000	0.000000	0.000000	
3158	2.63083	0.177139	-0.265366	0.719879	-0.091408	0.036379	0.000000	0.000000	0.000000	0.000000	
3159	2.63167	0.088570	-0.353821	0.359940	0.228519	0.072758	-0.075703	0.000000	0.000000	0.000000	
3160	2.63250	0.088570	0.000000	-1.439758	0.000000	0.109137	0.037851	0.000000	0.000000	0.000000	
3161	2.63333	0.000000	0.000000	-2.159637	0.091408	-0.072758	0.037851	0.000000	0.000000	0.000000	
3162	2.63417	0.177139	0.088455	-1.079819	0.091408	0.036379	-0.075703	0.000000	0.000000	0.000000	
3163	2.63500	0.265709	-0.088455	-0.359940	-0.182816	0.036379	-0.075703	0.000000	0.000000	0.000000	
3164	2.63583	0.000000	0.088455	-0.359940	-0.137112	-0.072758	0.056777	0.000000	0.000000	0.000000	
3165	2.63667	-0.354279	-0.530731	-1.079819	0.182816	0.036379	0.018926	0.000000	0.000000	0.000000	
3166	2.63750	0.177139	-0.088455	0.000000	-0.045704	-0.072758	0.018926	0.000000	0.000000	0.000000	
3167	2.63833	-0.177139	0.176910	1.799698	0.091408	-0.036379	-0.018926	0.000000	0.000000	0.000000	
3168	2.63917	-0.177139	0.176910	0.719879	0.228519	-0.109137	-0.037851	0.000000	0.000000	0.000000	
3169	2.64000	0.265709	-0.088455	-0.359940	-0.137112	0.036379	-0.018926	0.000000	0.000000	0.000000	
3170	2.64083	0.088570	0.265366	-0.719879	0.000000	0.000000	0.018926	0.000000	0.000000	0.000000	
3171	2.64167	-0.177139	-0.353821	-0.359940	0.045704	0.036379	-0.018926	0.000000	0.000000	0.000000	
3172	2.64250	-0.088570	-0.088455	-0.719879	0.045704	0.036379	0.056777	0.000000	0.000000	0.000000	
3173	2.64333	0.088570	0.000000	1.799698	-0.045704	0.000000	-0.018926	0.000000	0.000000	0.000000	
3174	2.64417	-0.177139	0.176910	1.439758	-0.182816	0.036379	0.056777	0.000000	0.000000	0.000000	
3175	2.64500	-0.088570	0.000000	0.000000	0.000000	-0.036379	-0.018926	0.000000	0.000000	0.000000	
3176	2.64583	0.000000	0.088455	1.079819	0.000000	0.000000	0.037851	0.000000	0.000000	0.000000	
3177	2.64667	0.531418	0.176910	-0.719879	-0.091408	-0.072758	-0.056777	0.000000	0.000000	0.000000	
3178	2.64750	0.000000	-0.265366	0.719879	-0.182816	-0.363789	-0.056777	0.000000	0.000000	0.000000	
3179	2.64833	-0.177139	-0.442276	-1.439758	0.091408	0.036379	-0.037851	0.000000	0.000000	0.000000	
3180	2.64917	0.088570	-0.442276	-0.359940	-0.137112	-0.109137	-0.056777	0.000000	0.000000	0.000000	
3181	2.65000	0.265709	-0.176910	-0.719879	-0.091408	0.072758	0.113554	0.000000	0.000000	0.000000	
3182	2.65083	0.177139	-0.442276	-1.079819	-0.091408	-0.036379	-0.037851	0.000000	0.000000	0.000000	
3183	2.65167	0.265709	0.000000	0.000000	-0.091408	-0.145515	-0.018926	0.000000	0.000000	0.000000	
3184	2.65250	0.265709	-0.176910	0.359940	-0.091408	-0.145515	0.000000	0.000000	0.000000	0.000000	
3185	2.65333	0.088570	0.088455	0.719879	0.000000	-0.036379	-0.094628	0.000000	0.000000	0.000000	
3186	2.65417	-0.088570	0.442276	-0.359940	0.045704	-0.109137	-0.056777	0.000000	0.000000	0.000000	
3187	2.65500	-0.265709	0.530731	0.359940	0.091408	-0.036379	0.018926	0.000000	0.000000	0.000000	
3188	2.65583	0.000000	-0.265366	-1.799698	-0.091408	0.072758	0.037851	0.000000	0.000000	0.000000	
3189	2.65667	0.088570	0.000000	-1.439758	0.091408	0.036379	-0.018926	0.000000	0.000000	0.000000	
3190	2.65750	0.708557	-0.088455	-1.799698	0.000000	-0.072758	-0.018926	0.000000	0.000000	0.000000	
3191	2.65833	-0.177139	-0.353821	0.359940	-0.137112	-0.036379	-0.018926	0.000000	0.000000	0.000000	
3192	2.65917	-0.177139	0.176910	0.359940	0.045704	-0.218273	-0.018926	0.000000	0.000000	0.000000	
3193	2.66000	0.088570	0.619186	-0.359940	-0.137112	-0.181894	-0.018926	0.000000	0.000000	0.000000	
3194	2.66083	0.265709	0.176910	0.719879	-0.091408	0.036379	-0.018926	0.000000	0.000000	0.000000	
3195	2.66167	-0.177139	0.000000	-2.159637	0.182816	-0.218273	-0.037851	0.000000	0.000000	0.000000	
3196	2.66250	-0.265709	-0.353821	0.359940	0.319927	-0.036379	0.075703	0.000000	0.000000	0.000000	
3197	2.66333	-0.531418	0.088455	0.719879	0.091408	-0.181894	-0.018926	0.000000	0.000000	0.000000	
3198	2.66417	0.000000	-0.088455	-1.079819	0.045704	-0.109137	0.018926	0.000000	0.000000	0.000000	
3199	2.66500	0.442848	0.530731	1.439758	-0.137112	-0.145515	-0.018926	0.000000	0.000000	0.000000	
3200	2.66583	0.000000	0.176910	-1.079819	-0.091408	-0.072758	-0.170331	0.000000	0.000000	0.000000	
3201	2.66667	0.088570	-0.088455	0.000000	-0.045704	-0.109137	-0.037851	0.000000	0.000000	0.000000	
3202	2.66750	-0.265709	0.000000	0.359940	0.091408	0.036379	-0.056777	0.000000	0.000000	0.000000	
3203	2.66833	0.265709	0.088455	1.079819	-0.045704	0.072758	0.018926	0.000000	0.000000	0.000000	
3204	2.66917	-0.177139	0.353821	1.079819	0.045704	0.109137	0.075703	0.000000	0.000000	0.000000	
3205	2.67000	-0.354279	0.176910	0.359940	0.000000	-0.072758	0.094628	0.000000	0.000000	0.000000	
3206	2.67083	0.265709	-0.353821	1.079819	0.045704	-0.072758	-0.018926	0.000000	0.000000	0.000000	
3207	2.67167	0.088570	-0.265366	0.719879	0.000000	0.036379	-0.018926	0.000000	0.000000	0.000000	
3208	2.67250	-0.531418	0.000000	0.000000	-0.182816	-0.072758	0.094628	0.000000	0.000000	0.000000	
3209	2.67333	0.265709	0.442276	-0.719879	0.000000	-0.218273	-0.056777	0.000000	0.000000	0.000000	
3210	2.67417	0.088570	0.442276	0.719879	-0.091408	-0.145515	-0.075703	0.000000	0.000000	0.000000	
3211	2.67500	0.000000	0.000000	1.439758	-0.228519	-0.218273	0.018926	0.000000	0.000000	0.000000	
3212	2.67583	-0.088570	-0.088455	0.359940	0.045704	-0.036379	-0.037851	0.000000	0.000000	0.000000	
3213	2.67667	0.088570	-0.353821	0.719879	-0.182816	0.218273	-0.075703	0.000000	0.000000	0.000000	
3214	2.67750	0.265709	-0.353821	-1.799698	0.045704	0.072758	-0.075703	0.000000	0.000000	0.000000	
3215	2.67833	0.177139	0.176910	-0.359940	0.182816	-0.036379	0.037851	0.000000	0.000000	0.000000	
3216	2.67917	0.088570	0.088455	0.359940	-0.091408	0.109137	-0.075703	0.000000	0.000000	0.000000	
3217	2.68000	0.088570	0.000000	0.359940	0.000000	0.327410	-0.018926	0.000000	0.000000	0.000000	
3218	2.68083	0.088570	-0.088455	-1.079819	-0.045704	0.109137	0.075703	0.000000	0.000000	0.000000	
3219	2.68167	-0.177139	0.265366	0.359940	0.000000	0.036379	-0.056777	0.000000	0.000000	0.000000	
3220	2.68250	-0.354279	-0.088455	-2.159637	0.091408	-0.072758	-0.037851	0.000000	0.000000	0.000000	
3221	2.68333	0.177139	-0.265366	-1.799698	-0.045704	-0.072758	0.037851	0.000000	0.000000	0.000000	
3222	2.68417	-0.088570	0.088455	1.079819	0.000000	-0.072758	0.018926	0.000000	0.000000	0.000000	
3223	2.68500	0.265709	-0.442276	0.719879	-0.091408	0.000000	0.000000	0.000000	0.000000	0.000000	
3224	2.68583	0.265709	-0.088455	-1.079819	0.137112	0.109137	0.037851	0.000000	0.000000	0.000000	
3225	2.68667	0.354279	0.265366	0.359940	-0.091408	-0.109137	0.037851	0.000000	0.000000	0.000000	
3226	2.68750	0.442848	0.088455	0.359940	0.137112	0.036379	0.037851	0.000000	0.000000	0.000000	
3227	2.68833	0.088570	0.353821	0.359940	0.182816	0.000000	0.037851	0.000000	0.000000	0.000000	
3228	2.68917	0.000000	0.088455	0.000000	-0.091408	0.000000	-0.094628	0.000000	0.000000	0.000000	
3229	2.69000	-0.088570	-0.176910	-0.359940	0.182816	-0.072758	0.037851	0.000000	0.000000	0.000000	
3230	2.69083	0.000000	0.176910	-0.359940	-0.182816	0.000000	-0.056777	0.000000	0.000000	0.000000	
3231	2.69167	0.088570	0.088455	-0.359940	-0.091408	-0.072758	-0.056777	0.000000	0.000000	0.000000	
3232	2.69250	0.354279	-0.088455	0.359940	0.091408	0.000000	0.018926	0.000000	0.000000	0.000000	
3233	2.69333	-0.088570	-0.176910	1.439758	0.045704	-0.036379	-0.113554	0.000000	0.000000	0.000000	
3234	2.69417	0.088570	0.176910	0.000000	-0.137112	0.109137	-0.094628	0.000000	0.000000	0.000000	
3235	2.69500	-0.265709	0.353821	-0.359940	-0.182816	0.000000	-0.037851	0.000000	0.000000	0.000000	
3236	2.69583	-0.354279	-0.088455	-0.359940	0.000000	0.181894	0.018926	0.000000	0.000000	0.000000	
3237	2.69667	-0.531418	0.619186	0.719879	0.045704	-0.036379	0.056777	0.000000	0.000000	0.000000	
3238	2.69750	-0.088570	-0.176910	0.719879	-0.274223	0.072758	0.056777	0.000000	0.000000	0.000000	
3239	2.69833	0.619987	0.000000	1.439758	-0.045704	-0.109137	-0.075703	0.000000	0.000000	0.000000	
3240	2.69917	-0.265709	0.088455	-0.359940	0.000000	0.109137	0.018926	0.000000	0.000000	0.000000	
3241	2.70000	-0.177139	0.088455	0.719879	-0.045704	0.000000	-0.037851	0.000000	0.000000	0.000000	
3242	2.70083	0.619987	-0.088455	-0.719879	-0.319927	-0.072758	0.000000	0.000000	0.000000	0.000000	
3243	2.70167	0.000000	0.265366	0.719879	0.000000	-0.109137	-0.018926	0.000000	0.000000	0.000000	
3244	2.70250	-0.088570	0.088455	0.719879	-0.091408	-0.036379	0.037851	0.000000	0.000000	0.000000	
3245	2.70333	0.442848	0.088455	0.719879	-0.182816	0.291031	0.000000	0.000000	0.000000	0.000000	
3246	2.70417	0.177139	-0.265366	0.000000	0.045704	0.072758	0.075703	0.000000	0.000000	0.000000	
3247	2.70500	0.442848	-0.265366	-0.359940	0.000000	-0.145515	-0.018926	0.000000	0.000000	0.000000	
3248	2.70583	-0.177139	-0.265366	-0.359940	-0.182816	0.000000	-0.056777	0.000000	0.000000	0.000000	
3249	2.70667	0.265709	-0.088455	-0.359940	-0.182816	-0.072758	0.037851	0.000000	0.000000	0.000000	
3250	2.70750	-0.088570	0.530731	0.000000	0.091408	0.000000	0.037851	0.000000	0.000000	0.000000	
3251	2.70833	0.000000	0.088455	0.359940	0.045704	-0.109137	0.037851	0.000000	0.000000	0.000000	
3252	2.70917	0.177139	-0.088455	-0.719879	-0.091408	0.036379	-0.113554	0.000000	0.000000	0.000000	
3253	2.71000	0.088570	0.088455	0.359940	0.045704	-0.072758	0.000000	0.000000	0.000000	0.000000	
3254	2.71083	0.265709	-0.353821	1.799698	0.137112	-0.036379	0.170331	0.000000	0.000000	0.000000	
3255	2.71167	0.442848	0.088455	0.359940	0.091408	0.036379	-0.189257	0.000000	0.000000	0.000000	
3256	2.71250	0.088570	0.265366	0.000000	-0.182816	-0.181894	0.000000	0.000000	0.000000	0.000000	
3257	2.71333	0.000000	-0.265366	1.079819	-0.045704	0.072758	0.000000	0.000000	0.000000	0.000000	
3258	2.71417	0.354279	0.088455	-0.719879	-0.045704	0.036379	0.000000	0.000000	0.000000	0.000000	
3259	2.71500	0.265709	0.088455	-0.359940	0.182816	0.000000	0.018926	0.000000	0.000000	0.000000	
3260	2.71583	-0.177139	-0.353821	1.439758	-0.045704	-0.072758	-0.094628	0.000000	0.000000	0.000000	
3261	2.71667	0.177139	0.000000	-1.439758	-0.182816	0.036379	-0.037851	0.000000	0.000000	0.000000	
3262	2.71750	-0.354279	-0.088455	1.079819	0.000000	-0.145515	0.037851	0.000000	0.000000	0.000000	
3263	2.71833	0.265709	0.088455	0.719879	0.000000	0.000000	-0.018926	0.000000	0.000000	0.000000	
3264	2.71917	-0.177139	0.088455	-1.439758	0.000000	0.109137	-0.037851	0.000000	0.000000	0.000000	
3265	2.72000	0.265709	-0.265366	-0.359940	-0.045704	-0.109137	0.075703	0.000000	0.000000	0.000000	
3266	2.72083	0.354279	-0.088455	0.000000	0.228519	-0.218273	-0.170331	0.000000	0.000000	0.000000	
3267	2.72167	0.265709	-0.176910	0.359940	-0.091408	-0.145515	-0.151405	0.000000	0.000000	0.000000	
3268	2.72250	-0.177139	0.000000	-1.439758	-0.228519	-0.072758	0.000000	0.000000	0.000000	0.000000	
3269	2.72333	0.265709	-0.265366	0.719879	0.000000	0.000000	-0.037851	0.000000	0.000000	0.000000	
3270	2.72417	-0.088570	-0.088455	0.359940	0.045704	-0.036379	-0.056777	0.000000	0.000000	0.000000	
3271	2.72500	0.000000	-0.442276	0.000000	-0.228519	-0.109137	0.056777	0.000000	0.000000	0.000000	
3272	2.72583	0.177139	0.353821	-0.359940	-0.137112	-0.109137	0.037851	0.000000	0.000000	0.000000	
3273	2.72667	0.177139	0.000000	-0.719879	-0.045704	-0.036379	0.018926	0.000000	0.000000	0.000000	
3274	2.72750	-0.177139	-0.265366	0.359940	0.000000	-0.109137	0.075703	0.000000	0.000000	0.000000	
3275	2.72833	-0.265709	-0.088455	-1.079819	-0.045704	0.036379	0.000000	0.000000	0.000000	0.000000	
3276	2.72917	-0.442848	0.000000	-0.359940	0.000000	-0.036379	0.018926	0.000000	0.000000	0.000000	
3277	2.73000	0.531418	0.176910	1.439758	0.137112	-0.036379	0.037851	0.000000	0.000000	0.000000	
3278	2.73083	-0.177139	0.088455	0.719879	0.274223	-0.145515	0.018926	0.000000	0.000000	0.000000	
3279	2.73167	0.265709	0.265366	-0.719879	-0.045704	-0.036379	-0.018926	0.000000	0.000000	0.000000	
3280	2.73250	0.177139	-0.265366	1.079819	0.000000	0.145515	0.000000	0.000000	0.000000	0.000000	
3281	2.73333	0.088570	0.176910	1.079819	0.045704	0.036379	-0.018926	0.000000	0.000000	0.000000	
3282	2.73417	0.177139	0.088455	-0.359940	-0.365631	-0.327410	-0.113554	0.000000	0.000000	0.000000	
3283	2.73500	0.177139	0.088455	2.879517	-0.045704	-0.109137	-0.075703	0.000000	0.000000	0.000000	
3284	2.73583	-0.265709	-0.088455	-0.359940	0.045704	0.036379	-0.037851	0.000000	0.000000	0.000000	
3285	2.73667	0.442848	0.000000	0.359940	0.137112	0.072758	0.056777	0.000000	0.000000	0.000000	
3286	2.73750	0.265709	-0.619186	1.079819	0.045704	-0.145515	0.000000	0.000000	0.000000	0.000000	
3287	2.73833	0.531418	-0.265366	-0.359940	-0.182816	-0.145515	-0.018926	0.000000	0.000000	0.000000	
3288	2.73917	-0.354279	0.088455	1.079819	0.045704	-0.109137	0.056777	0.000000	0.000000	0.000000	
3289	2.74000	0.000000	0.176910	0.000000	-0.182816	-0.145515	-0.075703	0.000000	0.000000	0.000000	
3290	2.74083	0.265709	-0.176910	0.000000	0.045704	-0.109137	-0.075703	0.000000	0.000000	0.000000	
3291	2.74167	0.000000	0.000000	1.799698	-0.091408	-0.181894	-0.037851	0.000000	0.000000	0.000000	
3292	2.74250	-0.088570	-0.088455	1.079819	0.091408	0.181894	-0.037851	0.000000	0.000000	0.000000	
3293	2.74333	-0.088570	0.000000	0.719879	0.045704	0.072758	-0.113554	0.000000	0.000000	0.000000	
3294	2.74417	-0.354279	0.088455	0.000000	0.091408	-0.218273	-0.113554	0.000000	0.000000	0.000000	
3295	2.74500	0.177139	0.088455	0.359940	0.137112	-0.072758	-0.113554	0.000000	0.000000	0.000000	
3296	2.74583	0.177139	0.088455	-0.359940	-0.091408	0.036379	0.018926	0.000000	0.000000	0.000000	
3297	2.74667	0.265709	0.176910	0.359940	0.000000	-0.072758	-0.056777	0.000000	0.000000	0.000000	
3298	2.74750	0.000000	-0.353821	-0.719879	-0.091408	-0.072758	0.018926	0.000000	0.000000	0.000000	
3299	2.74833	0.088570	-0.265366	-0.719879	-0.091408	-0.109137	0.037851	0.000000	0.000000	0.000000	
3300	2.74917	-0.088570	0.176910	2.159637	-0.137112	-0.072758	-0.132480	0.000000	0.000000	0.000000	
3301	2.75000	0.177139	-0.176910	-0.719879	0.365631	0.000000	0.000000	0.000000	0.000000	0.000000	
3302	2.75083	0.000000	-0.176910	1.079819	0.000000	-0.145515	-0.056777	0.000000	0.000000	0.000000	
3303	2.75167	0.354279	0.088455	1.079819	-0.137112	-0.109137	0.056777	0.000000	0.000000	0.000000	
3304	2.75250	0.088570	-0.353821	-1.799698	0.000000	0.036379	0.018926	0.000000	0.000000	0.000000	
3305	2.75333	-0.265709	0.265366	-0.359940	0.228519	0.000000	0.000000	0.000000	0.000000	0.000000	
3306	2.75417	0.177139	-0.176910	1.439758	0.091408	-0.072758	-0.037851	0.000000	0.000000	0.000000	
3307	2.75500	0.088570	0.000000	-1.799698	0.045704	-0.145515	0.000000	0.000000	0.000000	0.000000	
3308	2.75583	0.000000	0.796097	0.000000	0.000000	0.036379	0.018926	0.000000	0.000000	0.000000	
3309	2.75667	-0.354279	0.088455	0.359940	0.045704	0.000000	0.000000	0.000000	0.000000	0.000000	
3310	2.75750	0.000000	-0.088455	0.000000	0.182816	0.109137	0.056777	0.000000	0.000000	0.000000	
3311	2.75833	-0.088570	0.353821	-1.079819	0.045704	-0.181894	0.000000	0.000000	0.000000	0.000000	
3312	2.75917	0.177139	-0.088455	-0.719879	0.045704	0.072758	-0.037851	0.000000	0.000000	0.000000	
3313	2.76000	0.619987	0.176910	0.000000	0.045704	0.036379	0.018926	0.000000	0.000000	0.000000	
3314	2.76083	0.265709	-0.353821	0.000000	-0.091408	0.036379	0.075703	0.000000	0.000000	0.000000	
3315	2.76167	-0.177139	-0.088455	1.079819	0.137112	0.036379	-0.018926	0.000000	0.000000	0.000000	
3316	2.76250	0.442848	-0.176910	-0.719879	-0.045704	-0.109137	-0.075703	0.000000	0.000000	0.000000	
3317	2.76333	0.000000	0.088455	-0.359940	0.045704	-0.036379	0.037851	0.000000	0.000000	0.000000	
3318	2.76417	0.088570	0.176910	-0.719879	0.045704	-0.145515	-0.037851	0.000000	0.000000	0.000000	
3319	2.76500	0.265709	0.176910	-1.079819	-0.137112	0.072758	-0.037851	0.000000	0.000000	0.000000	
3320	2.76583	-0.442848	0.088455	0.359940	0.000000	0.218273	0.056777	0.000000	0.000000	0.000000	
3321	2.76667	0.531418	0.088455	0.359940	0.000000	0.109137	-0.037851	0.000000	0.000000	0.000000	
3322	2.76750	-0.088570	-0.265366	-0.719879	-0.091408	0.036379	0.000000	0.000000	0.000000	0.000000	
3323	2.76833	-0.088570	0.176910	1.439758	0.000000	-0.036379	-0.018926	0.000000	0.000000	0.000000	
3324	2.76917	-0.177139	0.000000	0.359940	-0.091408	-0.109137	0.000000	0.000000	0.000000	0.000000	
3325	2.77000	-0.088570	0.265366	1.079819	0.000000	0.072758	0.018926	0.000000	0.000000	0.000000	
3326	2.77083	-0.265709	0.265366	1.439758	-0.045704	0.000000	-0.113554	0.000000	0.000000	0.000000	
3327	2.77167	0.000000	-0.176910	-0.359940	-0.091408	0.000000	0.000000	0.000000	0.000000	0.000000	
3328	2.77250	-0.177139	0.000000	1.799698	0.000000	-0.036379	0.000000	0.000000	0.000000	0.000000	
3329	2.77333	-0.265709	0.176910	1.799698	0.274223	0.072758	0.113554	0.000000	0.000000	0.000000	
3330	2.77417	-0.088570	0.000000	-1.439758	-0.045704	-0.036379	0.018926	0.000000	0.000000	0.000000	
3331	2.77500	0.177139	-0.353821	-0.359940	0.137112	0.000000	0.000000	0.000000	0.000000	0.000000	
3332	2.77583	-0.442848	0.176910	-0.359940	-0.137112	0.145515	0.037851	0.000000	0.000000	0.000000	
3333	2.77667	0.000000	-0.176910	0.000000	0.091408	-0.145515	-0.056777	0.000000	0.000000	0.000000	
3334	2.77750	0.000000	0.088455	0.719879	0.228519	-0.218273	-0.018926	0.000000	0.000000	0.000000	
3335	2.77833	0.265709	-0.176910	-0.719879	0.137112	0.036379	0.000000	0.000000	0.000000	0.000000	
3336	2.77917	0.442848	-0.265366	0.719879	0.091408	-0.072758	-0.037851	0.000000	0.000000	0.000000	
3337	2.78000	-0.088570	-0.353821	-2.519577	0.000000	-0.036379	-0.018926	0.000000	0.000000	0.000000	
3338	2.78083	0.354279	-0.265366	1.439758	0.000000	0.000000	0.018926	0.000000	0.000000	0.000000	
3339	2.78167	0.442848	0.088455	0.000000	0.182816	-0.072758	-0.037851	0.000000	0.000000	0.000000	
3340	2.78250	0.088570	0.000000	0.719879	0.000000	-0.145515	0.037851	0.000000	0.000000	0.000000	
3341	2.78333	-0.177139	-0.088455	-0.359940	0.091408	0.109137	0.037851	0.000000	0.000000	0.000000	
3342	2.78417	-0.354279	-0.353821	1.079819	0.045704	0.000000	0.056777	0.000000	0.000000	0.000000	
3343	2.78500	0.265709	0.265366	-0.359940	0.091408	-0.036379	0.037851	0.000000	0.000000	0.000000	
3344	2.78583	-0.177139	-0.088455	-0.719879	0.091408	0.181894	0.056777	0.000000	0.000000	0.000000	
3345	2.78667	-0.177139	-0.442276	0.359940	-0.091408	0.000000	-0.094628	0.000000	0.000000	0.000000	
3346	2.78750	-0.265709	-0.353821	-0.719879	0.182816	0.072758	-0.075703	0.000000	0.000000	0.000000	
3347	2.78833	0.177139	0.176910	-1.079819	0.091408	-0.072758	-0.075703	0.000000	0.000000	0.000000	
3348	2.78917	-0.177139	-0.353821	0.719879	0.000000	0.000000	-0.075703	0.000000	0.000000	0.000000	
3349	2.79000	0.000000	-0.265366	-0.719879	0.000000	-0.072758	0.037851	0.000000	0.000000	0.000000	
3350	2.79083	-0.265709	-0.442276	1.079819	-0.045704	-0.072758	0.018926	0.000000	0.000000	0.000000	
3351	2.79167	0.088570	-0.176910	-0.359940	0.137112	0.036379	-0.056777	0.000000	0.000000	0.000000	
3352	2.79250	-0.265709	0.000000	-2.519577	0.045704	-0.036379	-0.037851	0.000000	0.000000	0.000000	
3353	2.79333	0.531418	0.000000	0.000000	0.137112	0.000000	-0.037851	0.000000	0.000000	0.000000	
3354	2.79417	-0.708557	-0.176910	0.359940	-0.045704	-0.218273	-0.037851	0.000000	0.000000	0.000000	
3355	2.79500	-0.442848	0.265366	1.079819	0.365631	-0.036379	-0.018926	0.000000	0.000000	0.000000	
3356	2.79583	0.000000	-0.176910	-0.719879	-0.091408	0.036379	0.037851	0.000000	0.000000	0.000000	
3357	2.79667	0.354279	-0.265366	-0.719879	-0.182816	0.072758	-0.018926	0.000000	0.000000	0.000000	
3358	2.79750	0.708557	-0.088455	1.079819	-0.182816	-0.145515	0.000000	0.000000	0.000000	0.000000	
3359	2.79833	0.000000	0.442276	1.799698	-0.228519	-0.218273	0.000000	0.000000	0.000000	0.000000	
