time,position,velocity,current,rpm
35:37.3,-0.028,0.03,8.879,54.932
35:37.4,-0.023,0.382,18.215,237.122
35:37.4,-0.004,1.043,22.269,495.3
35:37.4,0.042,1.888,23.095,790.1
35:37.5,0.148,3.184,24.223,1188.355
35:37.5,0.254,3.984,23.413,1513.367
35:37.5,0.41,5.005,25.689,1853.943
35:37.6,0.583,5.921,24.859,2145.996
35:37.6,0.779,6.777,26.488,2389.527
35:37.6,1.017,7.561,16.617,2601.013
35:37.7,1.256,7.941,11.388,2707.215
35:37.7,1.504,8.059,6.549,2673.34
35:37.7,1.742,8.153,11.989,2708.13
