time,position,velocity,current,rpm
56:47.2,-0.014,0.058,8.61,66.834
56:47.3,-0.008,0.487,18.351,292.053
56:47.3,0.02,1.307,23.186,574.036
56:47.3,0.071,2.146,23.334,872.498
56:47.4,0.182,3.261,24.81,1256.104
56:47.4,0.293,4.229,22.915,1532.593
56:47.4,0.438,5.071,25.833,1843.872
56:47.5,0.614,5.96,25.303,2128.601
56:47.6,0.799,6.829,9.543,2692.566
56:47.6,1.556,8.114,10.977,2673.34
56:47.6,1.66,8.04,11.043,2681.58
56:47.6,1.76,7.941,12.141,2659.607
56:47.6,1.849,8.084,7.677,2697.144
