time,position,velocity,current,rpm
59:00.5,-0.052,0.036,6.793,75.073
59:00.5,-0.046,0.567,10.316,154.724
59:00.5,-0.028,0.933,22.532,424.805
59:00.6,0.009,1.684,26.232,699.463
59:00.6,0.101,2.886,28.137,1125.183
59:00.6,0.208,3.764,30.049,1410.828
59:00.7,0.34,4.727,26.496,1755.982
59:00.7,0.508,5.751,24.408,2051.697
59:00.7,0.707,6.675,23.078,2381.287
59:00.8,0.942,7.515,20.855,2619.324
59:00.8,1.198,7.927,7.384,2673.34
59:00.8,1.465,8.117,9.159,2716.37
59:00.9,1.74,8.109,8.752,2698.059
