0,1,2,3,4,5,6,7
5148,0.002443,-0.012217,-0.002443,-0.399601,2.256432,9.667004,"0.000000"
7864,0,-0.012217,-0.004887,-0.40678,2.230111,9.65504,"0.000000"
10861,0.002443,-0.012217,-0.002443,-0.404387,2.239682,9.647861,"0.000000"
13861,0,-0.009774,-0.002443,-0.397209,2.256432,9.643075,"0.000000"
16861,0.002443,-0.012217,0,-0.40678,2.249253,9.66461,"0.000000"
19862,0,-0.012217,-0.002443,-0.413958,2.24686,9.657433,"0.000000"
22862,0,-0.012217,-0.002443,-0.397209,2.237289,9.662218,"0.000000"
25867,0,-0.012217,0,-0.370888,2.313859,9.729217,"0.000000"
28868,0,-0.012217,-0.002443,-0.253639,2.555535,9.925428,"0.000000"
31868,0.004887,-0.026878,0,0.964308,3.39063,10.250853,"0.000000"
34869,0.051313,-0.097738,-0.021991,1.261017,4.067799,10.530812,"0.000000"
37894,0.053756,0.024435,-0.07086,0.430708,7.391429,13.959726,"0.000000"
40871,0.114843,0.26145,-0.065973,0.009571,13.517055,15.603597,"0.000000"
43871,0.351858,0.031765,-0.046426,-1.028914,14.859428,14.684752,"0.000000"
46874,0.38851,0.136834,-0.090408,-1.179662,16.826328,12.796816,"0.000000"
49876,0.398284,0.188146,-0.041539,-1.914258,18.908085,7.51107,"0.000000"
52878,0.371406,-0.029322,-0.036652,-1.887937,19.645075,5.54417,"0.000000"
55878,0.302989,-0.019548,-0.029322,-1.691726,20.315065,3.675375,"0.000000"
58880,0.249233,0.00733,-0.014661,-2.294717,19.367506,1.59362,"0.000000"
61881,0.090408,-0.102625,-0.00733,-1.931008,18.137596,0.270389,"0.000000"
64883,0.024435,-0.090408,0.021991,-1.5003,18.592232,2.519642,"0.000000"
67885,-0.021991,0.009774,0.012217,-0.339781,21.65744,7.020542,"0.000000"
70887,0.009774,-0.036652,0.048869,0.751346,23.277378,8.965906,"0.000000"
73888,0.07086,-0.043982,-0.009774,0.31346,24.758535,11.782259,"0.000000"
76889,0.109956,0.095295,-0.078191,-0.107677,25.545774,11.834901,"0.000000"
79890,0.175929,0.200364,-0.058643,-2.091327,25.189245,11.437694,"0.000000"
82891,0.212581,0.13439,-0.031765,-3.189633,25.878376,7.034898,"0.000000"
85893,0.232129,-0.574213,0.087965,-2.153541,23.621944,5.565706,"0.000000"
89031,0.168599,-0.19792,0.107512,-1.428515,24.469004,3.347559,"0.000000"
91895,0.171042,-0.112399,0.06353,-0.90688,25.607988,5.350351,"0.000000"
94897,0.12706,-0.090408,0.014661,0.212961,29.35754,7.223932,"0.000000"
97899,0.185703,0.048869,-0.019548,-0.320638,28.922047,8.487342,"0.000000"
100950,0.161268,0.185703,-0.041539,-1.715654,27.022146,8.999406,"0.000000"
103902,0.153938,0.256563,0.065973,-1.529014,25.971697,4.503293,"0.000000"
106903,0.175929,0.031765,0.058643,-1.651048,28.139593,10.183853,"0.000000"
109905,0.129503,0.078191,0.041539,-0.882952,28.409983,7.032506,"0.000000"
112907,0.234572,-0.114843,0.043982,-0.940379,27.333214,5.761917,"0.000000"
