,0,1,2,3,4,5,6,7
0,(delayy)(C1) waiting,,,,,,,
1,(delayy)(C1) waiting,,,,,,,
2,(delayy)(C1) waiting,,,,,,,
3,(delayy)(C1) waiting,,,,,,,
4,(delayy)(C1) waiting,,,,,,,
5,(delayy)(C1) waiting,,,,,,,
6,4779,0.000000,-0.012217,-0.004887,-0.303888,2.273182,9.662218,"0.000000"
7,7537,0.000000,-0.014661,-0.002443,-0.306281,2.297110,9.650254,"0.000000"
8,10476,0.000000,-0.009774,0.000000,-0.313460,2.258824,9.669396,"0.000000"
9,13479,0.000000,-0.009774,-0.002443,-0.311067,2.249253,9.652646,"0.000000"
10,16498,-0.002443,-0.012217,-0.002443,-0.318245,2.261218,9.650254,"0.000000"
11,19486,-0.002443,-0.012217,-0.002443,-0.299103,2.285146,9.638290,"0.000000"
12,22484,0.002443,-0.014661,0.000000,-0.299103,2.285146,9.676576,"0.000000"
13,25485,0.002443,-0.012217,-0.002443,-0.289532,2.335395,9.738788,"0.000000"
14,28487,0.004887,-0.014661,-0.002443,-0.157926,2.943172,10.126426,"0.000000"
15,31487,0.021991,-0.061087,-0.007330,0.540778,2.744568,9.643075,"0.000000"
16,34490,0.034208,-0.041539,-0.024435,0.045464,2.234896,9.695717,"0.000000"
17,37492,0.007330,0.083078,-0.041539,-0.502493,10.722239,16.474585,"0.000000"
18,40493,0.188146,0.070860,-0.026878,1.641476,17.900707,17.895920,"0.000000"
19,43518,0.496023,0.068417,-0.078191,1.622334,20.700308,19.405790,"0.000000"
20,46499,0.564439,0.085521,-0.124617,0.595813,16.804794,9.370294,"0.000000"
21,49506,0.491136,-0.012217,-0.070860,-0.574277,16.599012,6.518049,"0.000000"
22,52506,0.373850,0.019548,-0.014661,-1.938186,15.402599,2.163112,"0.000000"
23,55506,0.280998,0.097738,-0.007330,-2.208575,17.728424,1.703690,"0.000000"
24,58499,0.158825,-0.112399,0.009774,-1.320838,19.432114,2.749353,"0.000000"
25,61500,0.163712,-0.073304,0.012217,-0.780060,21.860828,3.524628,"0.000000"
26,64501,0.175929,0.012217,0.019548,-1.782653,24.114866,5.379066,"0.000000"
27,67517,0.146608,0.051313,0.026878,-1.720440,24.471397,4.788038,"0.000000"
28,70506,0.085521,-0.073304,0.048869,-1.301696,24.902105,5.410172,"0.000000"
29,73502,0.021991,-0.183260,0.056200,0.155533,24.624537,5.876772,"0.000000"
30,76502,0.026878,-0.124617,0.034208,0.516850,25.385454,6.802795,"0.000000"
31,79503,-0.002443,-0.136834,0.017104,0.162712,25.213173,7.018148,"0.000000"
32,82504,0.012217,-0.144164,0.017104,-0.162712,24.100512,6.226124,"0.000000"
33,85506,-0.004887,0.031765,0.075747,-1.119841,24.873392,7.738389,"0.000000"
34,88507,-0.002443,0.053756,0.092852,-0.823131,25.026533,7.118648,"0.000000"
35,91507,0.043982,0.012217,0.083078,0.454636,25.115067,7.010970,"0.000000"
36,94509,0.083078,-0.041539,0.080634,1.004986,25.813770,7.774281,"0.000000"
37,97514,0.092852,-0.200364,0.070860,1.158126,27.014967,7.908279,"0.000000"
38,100539,0.048869,-0.327424,0.056200,0.648455,27.204002,8.535198,"0.000000"
39,103515,0.051313,-0.144164,-0.024435,0.842274,26.572296,8.922836,"0.000000"
40,106583,0.051313,0.026878,-0.046426,0.205783,26.045874,9.533006,"0.000000"
41,109547,0.163712,0.031765,-0.058643,0.177069,29.017759,6.874579,"0.000000"
42,112548,0.151495,-0.207694,-0.048869,1.103091,28.532017,7.597212,"0.000000"
43,115548,0.224798,-0.053756,0.012217,0.241675,29.252258,6.412765,"0.000000"
44,118549,0.161268,0.014661,0.068417,0.461815,26.246872,1.548156,"0.000000"
45,121552,0.053756,-0.171042,0.058643,-0.835095,28.778479,5.836095,"0.000000"
46,124552,-0.058643,0.021991,-0.009774,0.189033,30.553953,2.711068,"0.000000"
47,127553,0.043982,0.112399,-0.139277,0.200997,42.142395,7.336394,"0.000000"
48,130556,0.119730,-0.051313,-0.117286,-0.184247,43.712086,6.360123,"0.000000"
49,133556,0.012217,-0.156382,-0.004887,-0.210568,37.773098,7.910672,"0.000000"
50,136557,0.046426,-0.031765,-0.014661,-2.976671,32.307892,7.068398,"0.000000"
51,139559,-0.046426,-0.024435,0.058643,-0.351745,30.343386,4.146762,"0.000000"
52,142655,0.026878,-0.219911,0.034208,0.165105,29.871998,5.355137,"0.000000"
53,145571,-0.063530,-0.139277,0.000000,0.552742,30.151958,7.207181,"0.000000"
54,148565,0.031765,0.019548,0.009774,0.212961,31.008591,9.970892,"0.000000"
55,151568,-0.024435,-0.056200,-0.031765,-1.473979,29.831320,6.498906,"0.000000"
56,154569,0.151495,-0.095295,-0.012217,-0.516850,29.345575,4.419543,"0.000000"
57,157572,0.112399,-0.041539,-0.009774,0.768096,32.441891,8.434700,"0.000000"
58,160573,0.144164,-0.180816,0.029322,0.177069,32.240894,7.599605,"0.000000"
59,163575,0.026878,-0.114843,0.026878,2.378466,30.443882,4.713861,"0.000000"
60,166654,0.065973,-0.222355,0.012217,1.658226,30.300312,5.218746,"0.000000"
61,169586,-0.100182,-0.107512,-0.043982,0.428315,27.945776,4.369295,"0.000000"
62,172579,0.041539,-0.026878,-0.068417,2.012364,31.417761,6.154340,"0.000000"
63,175579,-0.058643,0.012217,-0.026878,-1.339981,29.551361,3.373880,"0.000000"
64,178581,0.061087,-0.153938,-0.017104,3.024528,33.004204,7.915458,"0.000000"
65,181581,-0.095295,-0.048869,-0.002443,0.686740,30.762129,6.166304,"0.000000"
66,184581,-0.031765,-0.039095,-0.014661,0.066999,28.900511,4.402793,"0.000000"
67,187583,-0.004887,-0.019548,-0.031765,0.545564,31.015768,9.777073,"0.000000"
68,190583,-0.151495,-0.041539,-0.056200,1.292124,30.599417,7.223932,"0.000000"
69,193583,-0.173486,-0.002443,-0.021991,-0.681954,29.721252,9.248260,"0.000000"
70,196586,0.100182,0.102625,-0.153938,0.832702,33.446877,10.159925,"0.000000"
71,199588,0.146608,0.007330,-0.051313,-2.696711,26.988646,2.208575,"0.000000"
72,202589,0.136834,-0.021991,-0.107512,1.624727,31.539795,8.932407,"0.000000"
73,205636,0.034208,-0.114843,0.024435,-0.923630,30.946377,5.888737,"0.000000"
74,208707,0.122173,-0.075747,-0.039095,0.562313,33.272198,6.860223,"0.000000"
75,211623,0.117286,-0.051313,-0.107512,-0.129212,32.236107,4.242475,"0.000000"
76,214625,0.036652,-0.075747,-0.058643,-1.280160,29.242685,5.754738,"0.000000"
77,217622,-0.002443,-0.078191,-0.092852,-1.689333,29.407791,5.678168,"0.000000"
78,220624,-0.100182,0.163712,0.002443,-1.720440,33.456448,8.791230,"0.000000"
79,223576,-0.036652,-0.039095,0.058643,-2.266003,30.551561,6.108876,"0.000000"
80,226577,-0.036652,-0.102625,0.009774,-0.468993,31.788649,10.305886,"0.000000"
81,229578,-0.051313,0.000000,0.097738,-2.421537,29.249863,3.148955,"0.000000"
82,232579,-0.031765,-0.134390,0.056200,0.062213,30.568310,7.130611,"0.000000"
83,235580,-0.029322,-0.061087,0.046426,-1.509871,28.084560,4.137190,"0.000000"
84,238586,-0.046426,-0.109956,0.107512,-1.339981,29.099115,3.646662,"0.000000"
85,241593,0.004887,-0.014661,0.061087,1.529014,33.269806,11.272588,"0.000000"
86,244635,0.009774,0.034208,0.070860,-1.184447,32.114075,9.365508,"0.000000"
87,247625,0.002443,-0.007330,0.090408,-1.256232,30.829126,5.754738,"0.000000"
88,250622,0.034208,0.039095,0.080634,0.624527,30.336206,3.940979,"0.000000"
89,253624,0.026878,-0.029322,0.105069,-0.007178,29.919855,5.498706,"0.000000"
90,256625,-0.073304,0.024435,0.117286,-0.808774,28.850262,3.883551,"0.000000"
91,259626,-0.043982,-0.048869,0.095295,-0.782453,28.254452,3.747160,"0.000000"
92,262593,-0.129503,0.012217,0.109956,-0.631705,29.912678,8.195418,"0.000000"
93,265593,-0.100182,0.034208,0.144164,1.371087,32.867813,10.140782,"0.000000"
94,268635,0.000000,-0.061087,0.119730,2.409573,33.164524,9.339188,"0.000000"
95,271624,0.070860,-0.002443,0.048869,2.471786,29.850462,6.963114,"0.000000"
96,274623,-0.034208,-0.056200,0.087965,1.110270,28.634909,5.785845,"0.000000"
97,277623,-0.053756,-0.085521,0.021991,1.232304,29.943783,7.987242,"0.000000"
98,280624,-0.019548,0.161268,0.009774,1.146162,33.576088,9.384650,"0.000000"
99,283626,0.229685,-0.124617,-0.017104,1.409373,28.819157,5.005785,"0.000000"
100,286628,0.119730,-0.200364,-0.043982,-0.535992,25.196424,5.551349,"0.000000"
101,289631,-0.090408,0.136834,-0.041539,0.679562,30.005997,2.177469,"0.000000"
102,292634,-0.019548,0.002443,0.026878,-1.045663,29.084761,4.783252,"0.000000"
103,295634,-0.097738,-0.024435,-0.090408,-0.452244,27.192036,3.268596,"0.000000"
104,298635,-0.083078,0.102625,-0.046426,-0.937986,32.757744,8.693125,"0.000000"
105,301634,-0.065973,-0.107512,-0.129503,-2.651247,24.966711,-3.900301,"0.000000"
106,304636,0.205251,-0.637743,-0.178373,3.893123,25.990839,8.032706,"0.000000"
107,307639,-0.439823,-0.799012,-0.058643,-2.206183,33.355949,6.702296,"0.000000"
108,310636,0.105069,0.669508,-0.156382,6.546762,34.961533,17.383858,"0.000000"
109,313637,0.000000,-0.256563,-0.017104,-1.722832,22.679174,7.432107,"0.000000"
110,316640,-0.188146,-0.659734,-0.197920,8.303095,25.564919,10.621739,"0.000000"
