0,1,2,3,4,5,6,7
4384,-0.002443,-0.009774,0,-0.232104,2.301895,9.65504,"0.000000"
7110,0,-0.012217,-0.002443,-0.224925,2.316252,9.676576,"0.000000"
10096,0.002443,-0.014661,-0.002443,-0.217747,2.299503,9.645469,"0.000000"
13094,0,-0.012217,-0.002443,-0.217747,2.292324,9.631111,"0.000000"
16088,-0.002443,-0.009774,-0.002443,-0.212961,2.318645,9.640682,"0.000000"
19088,0.002443,-0.012217,-0.002443,-0.22014,2.321038,9.645469,"0.000000"
22092,0.002443,-0.014661,0,-0.224925,2.321038,9.643075,"0.000000"
25129,0,-0.012217,-0.002443,-0.043071,2.605784,9.91825,"0.000000"
28093,0.00733,-0.024435,-0.002443,0.289532,3.022135,10.100105,"0.000000"
31093,0.021991,-0.051313,-0.004887,0.839881,3.428915,10.174282,"0.000000"
34094,0.046426,-0.061087,-0.021991,0.880559,7.24786,12.780066,"0.000000"
37097,0.100182,0.205251,-0.051313,1.174876,10.509277,14.297115,"0.000000"
40114,0.256563,0.13439,-0.043982,1.196411,13.055241,14.878572,"0.000000"
43107,0.334754,0.046426,-0.109956,0.926022,14.007584,12.564712,"0.000000"
46099,0.376293,0.11973,-0.105069,0.394816,14.967106,10.387243,"0.000000"
49101,0.403171,0.024435,-0.100182,0.07657,16.520048,9.068798,"0.000000"
52103,0.393397,-0.021991,-0.136834,-0.267996,19.3699,7.757531,"0.000000"
55104,0.422719,0.068417,-0.124617,-0.100499,21.913471,6.867402,"0.000000"
58104,0.425162,-0.085521,-0.114843,-0.265603,23.913872,6.51087,"0.000000"
61105,0.386067,-0.109956,-0.136834,0.222532,25.42374,4.240082,"0.000000"
64105,0.290772,-0.009774,-0.073304,-0.538385,25.820951,3.445665,"0.000000"
67108,0.224798,-0.200364,-0.090408,-0.409173,25.598415,2.065006,"0.000000"
70109,0.161268,-0.219911,-0.075747,0.617348,27.775885,3.050849,"0.000000"
73130,0.109956,0.097738,-0.075747,0.090927,28.132416,2.242075,"0.000000"
76119,0.073304,0.097738,-0.073304,-0.550349,26.61058,2.519642,"0.000000"
79114,-0.043982,-0.041539,-0.051313,-0.385244,27.101109,2.277967,"0.000000"
82114,-0.151495,0.112399,-0.012217,-0.736989,27.591637,4.180261,"0.000000"
85115,-0.146608,0.219911,0.009774,-0.684347,28.599018,7.173683,"0.000000"
88116,-0.151495,0.036652,0.039095,-1.07677,29.331221,9.219546,"0.000000"
91119,-0.046426,0.117286,-0.036652,-0.957129,27.381071,9.300902,"0.000000"
94120,0.0562,0.065973,0.036652,-2.337788,25.940592,9.420543,"0.000000"
97120,0.024435,-0.12706,0.058643,-0.471386,28.151556,10.944772,"0.000000"
100121,0.019548,-0.087965,0.075747,0.289532,29.06801,9.942178,"0.000000"
103124,0.18326,-0.029322,0.102625,-0.105284,29.309685,10.133603,"0.000000"
106124,0.212581,-0.234572,0.080634,0.437887,27.680172,7.12104,"0.000000"
109137,0.114843,-0.102625,0.048869,1.253839,28.273592,5.831308,"0.000000"
112136,0.171042,-0.019548,0.102625,-0.679562,28.462627,7.049256,"0.000000"
115129,0.100182,-0.117286,0.07086,1.612763,29.2379,5.924629,"0.000000"
118129,0.122173,-0.109956,0.07086,1.217947,30.819555,6.95115,"0.000000"
121131,0.173486,-0.065973,0.051313,1.366302,30.479774,3.804588,"0.000000"
124167,0.151495,-0.124617,0.039095,1.849652,31.563723,5.003392,"0.000000"
127136,0.036652,0.021991,0.029322,0.256032,30.11128,4.792824,"0.000000"
130132,0.041539,-0.068417,0.051313,-0.141177,30.61138,3.495914,"0.000000"
133135,0.017104,-0.158825,0.021991,1.0002,30.879377,4.922036,"0.000000"
136135,-0.002443,0.065973,0.024435,0.674776,31.527832,7.865208,"0.000000"
139138,-0.019548,0.012217,0.009774,1.172483,31.247871,5.142176,"0.000000"
142138,0.075747,-0.188146,-0.00733,-0.61017,29.984461,4.493721,"0.000000"
