0,1,2,3,4,5,6,7
3789,0,-0.009774,-0.002443,-0.40678,1.988436,9.729217,"0.000000"
6587,0,-0.012217,0,-0.366102,2.002793,9.712467,"0.000000"
9515,0.002443,-0.014661,-0.004887,-0.33021,2.139183,9.997213,"0.000000"
12517,0.002443,-0.036652,-0.002443,0.198604,2.775674,10.126426,"0.000000"
15520,0.029322,-0.068417,-0.00733,0.736989,3.699304,10.681561,"0.000000"
18520,0.039095,-0.024435,-0.014661,0.961915,11.425728,14.455042,"0.000000"
21522,0.229685,0.38118,-0.043982,1.605584,14.356936,15.18246,"0.000000"
24524,0.288328,0.329867,-0.100182,0.543171,14.799608,15.153746,"0.000000"
27525,0.285885,0.263894,-0.151495,0.177069,14.098512,11.62194,"0.000000"
30525,0.327424,0.13439,-0.087965,1.840081,16.225729,10.114462,"0.000000"
33526,0.38851,-0.24679,-0.173486,1.883151,16.668402,9.509077,"0.000000"
36527,0.346971,-0.466701,-0.266337,2.218147,19.125832,7.271788,"0.000000"
39529,0.38851,0.173486,-0.259007,-2.493321,20.587845,5.881558,"0.000000"
42529,0.32498,0.283441,-0.210138,-3.39063,20.975485,5.199604,"0.000000"
45530,0.180816,0.217468,-0.109956,-2.352145,21.095125,6.276374,"0.000000"
48531,0.021991,0.302989,-0.029322,-0.878166,20.078176,10.499706,"0.000000"
51532,-0.014661,0.38118,-0.065973,0.346959,19.4034,12.823136,"0.000000"
54534,0.029322,0.464258,-0.105069,-0.284746,18.290737,21.466011,"0.000000"
57665,0.217468,0.544892,-0.24679,-2.660819,17.642281,23.248667,"0.000000"
60541,0.398284,0.415388,-0.171042,-3.792624,15.481564,20.365314,"0.000000"
63582,0.742812,0.283441,0.009774,-4.197011,1.945365,8.930015,"0.000000"
66543,0.823446,-0.867429,0.207694,-0.835095,0.387637,5.647061,"0.000000"
69541,0.750143,-1.040914,0.166155,-1.533799,-1.545763,-3.352345,"0.000000"
72543,0.918741,-0.728151,0.014661,-1.383052,2.545963,-3.759125,"0.000000"
75573,0.542448,-0.278555,0.158825,-2.935993,2.380858,-1.820938,"0.000000"
78574,0.432493,-0.259007,0.124617,-4.694718,26.457439,-14.612967,"0.000000"
81576,1.08734,0.065973,0.080634,0.945165,78.398438,11.375479,"0.000000"
84577,1.839926,0.794125,0.061087,4.165905,78.398438,19.812572,"0.000000"
87529,1.558928,-1.944995,-0.092852,12.926028,78.398438,7.116254,"0.000000"
90529,0.735482,-3.587001,-0.447153,16.656439,48.16991,-9.803394,"0.000000"
93584,-0.312763,1.791057,-0.725708,8.116454,30.410385,-21.119053,"0.000000"
96544,-0.781907,1.536937,-0.930959,-3.342773,26.797222,-9.420543,"0.000000"
99538,-1.004262,1.065349,-0.996932,-15.476777,33.3727,6.599405,"0.000000"
102539,0.364076,1.429425,0.083078,-28.630123,29.426931,5.589634,"0.000000"
105572,0.786794,0.390954,0.469144,-24.129225,30.020353,14.926428,"0.000000"
108573,-0.32498,-1.067793,0.654848,-18.793228,29.285755,24.643682,"0.000000"
111581,-0.403171,0.273668,0.750143,-3.572484,22.963919,30.372097,"0.000000"
114576,0.557109,0.344528,0.681726,0.861416,22.97349,33.939796,"0.000000"
117580,0.994489,-0.5791,0.723264,5.146961,25.911877,20.88695,"0.000000"
120576,1.409877,-0.89675,0.522901,11.650653,30.278778,15.156138,"0.000000"
123576,1.265713,-1.299921,0.459371,13.146168,29.15415,-2.536392,"0.000000"
126577,1.317025,-1.91323,0.222355,14.998212,37.600815,-14.407186,"0.000000"
129577,0.899194,-0.046426,-0.24679,11.74876,42.357746,-11.337194,"0.000000"
