,0,1,2,3,4,5,6,7
0,(delayy)(C1) waiting,,,,,,,
1,(delayy)(C1) waiting,,,,,,,
2,(delayy)(C1) waiting,,,,,,,
3,(delayy)(C1) waiting,,,,,,,
4,(delayy)(C1) waiting,,,,,,,
109,315814,0.000227,-0.022131,-0.002967,20.420349,-8.489736,24.593431,"0.000000"
110,318816,-0.000367,0.001955,-0.008674,19.113867,-9.757931,21.138195,"0.000000"
111,321818,-0.003229,0.010856,-0.007976,6.077770,-6.340981,15.203995,"0.000000"
112,324820,-0.005114,0.003089,-0.005463,5.134997,-3.359523,15.759130,"0.000000"
113,327821,-0.007697,-0.002618,-0.002129,3.101098,-2.574677,18.774088,"0.000000"
114,330823,-0.004398,0.003613,-0.002094,-2.402394,-0.894916,18.415163,"0.000000"
115,333824,-0.003491,0.007679,-0.001815,-1.469193,-5.943771,25.354349,"0.000000"
116,336826,0.001553,0.009913,-0.000593,-2.770889,-5.828917,5.714061,"0.000000"
117,339844,-0.005096,0.007313,0.000349,-0.540778,-15.074783,9.346365,"0.000000"
118,342841,-0.008011,0.012671,0.006196,-3.378666,-45.750774,-3.967300,"0.000000"
119,345831,-0.006894,0.020211,0.005620,-5.379066,-22.530817,7.336394,"0.000000"
120,348832,0.002182,0.000925,0.003002,-18.482162,-7.657032,1.440479,"0.000000"
121,351834,-0.003019,-0.014399,0.000419,-8.394022,-1.909473,10.217353,"0.000000"
122,354836,-0.004224,-0.015638,0.000925,-11.906686,-6.920043,6.384051,"0.000000"
123,357838,0.001815,-0.012619,0.003665,-6.958328,-3.450450,2.957529,"0.000000"
124,360840,0.001012,-0.011694,0.002321,-0.301496,-4.766503,5.905486,"0.000000"
125,363842,0.001501,-0.015813,-0.001990,7.216753,-3.957729,8.327023,"0.000000"
126,366844,0.002566,-0.013893,-0.005899,9.198010,-1.923829,6.513264,"0.000000"
127,369844,-0.001187,-0.001833,-0.006021,7.733603,-1.081556,1.919044,"0.000000"
128,372846,-0.003054,0.001274,0.002601,10.906486,3.890730,3.708875,"0.000000"
129,375879,-0.003630,0.006423,-0.000785,0.555135,2.895315,6.484550,"0.000000"
130,378857,-0.001728,0.006824,-0.001204,-1.129412,1.627119,7.743174,"0.000000"
131,381851,-0.002164,0.007662,0.000105,2.924029,-0.746561,8.111669,"0.000000"
132,384853,-0.000925,0.007906,-0.003822,3.369094,-4.163511,1.330409,"0.000000"
133,387854,-0.002950,0.009966,0.000279,1.938186,-4.776074,3.407379,"0.000000"
134,390854,-0.002897,0.005655,-0.000838,-0.760918,-2.857030,3.182454,"0.000000"
135,393855,-0.003560,0.001868,-0.002077,-2.009971,-3.804588,7.298110,"0.000000"
136,396857,-0.002950,0.001833,-0.001536,-3.617948,-3.718446,4.929215,"0.000000"
137,399859,-0.002967,-0.000332,-0.000873,-6.489336,-2.718246,4.527221,"0.000000"
138,402859,-0.000419,-0.001414,0.001204,-5.249853,-2.938386,0.995414,"0.000000"
139,405860,-0.026791,-0.016319,0.000262,-2.632105,-27.081966,-15.787844,"0.000000"
140,408862,-0.000175,-0.007470,0.000506,-0.459422,11.968900,-7.695317,"0.000000"
141,411883,0.008151,-0.007051,0.002234,-8.260024,5.292924,26.206196,"0.000000"
142,414870,0.000785,-0.001798,0.000105,5.307281,-2.024328,20.774487,"0.000000"
143,417868,-0.003648,-0.005672,0.002688,-0.952343,-5.288138,-2.818745,"0.000000"
144,420870,-0.005864,-0.003822,0.002775,2.268396,-0.392423,-5.900700,"0.000000"
145,423872,-0.000855,-0.007767,0.000506,-5.493921,-1.732404,-5.647061,"0.000000"
146,426874,-0.003526,0.004206,-0.001902,0.090927,-1.560120,22.564316,"0.000000"
147,429875,0.002985,0.007679,-0.001117,2.636891,-1.875973,7.523034,"0.000000"
148,432876,-0.000977,-0.003840,0.000454,3.818945,1.148555,11.217554,"0.000000"
149,435878,-0.002059,-0.007103,0.001292,6.886543,2.837888,-9.111869,"0.000000"
150,438894,-0.007871,-0.004119,0.000890,0.267996,4.938786,-8.451449,"0.000000"
151,441902,-0.007802,-0.000209,-0.002967,-0.382852,3.043670,-4.881359,"0.000000"
152,444883,-0.006650,0.008587,-0.002234,2.086541,0.507278,8.953942,"0.000000"
153,447884,-0.003334,0.007016,-0.001484,5.000999,-3.378666,11.184053,"0.000000"
154,450885,-0.001187,0.009774,-0.000244,4.220940,-1.110270,13.141382,"0.000000"
155,453887,-0.002705,0.010821,0.000471,-0.521635,-1.550549,-0.861416,"0.000000"
156,456888,-0.016406,0.001309,0.003229,-7.953743,-0.569492,-9.461221,"0.000000"
157,459888,-0.022061,0.006178,0.002915,-7.235896,-1.086341,-15.452849,"0.000000"
158,462890,-0.014713,0.012043,0.003386,-6.896115,-3.948158,-1.100698,"0.000000"
159,465900,-0.008622,0.002478,0.001169,3.220740,-2.852245,8.566306,"0.000000"
160,468901,-0.002967,-0.001257,-0.001012,2.493321,-2.861816,11.854043,"0.000000"
161,471895,-0.005515,-0.002723,-0.002374,2.636891,1.545763,2.019542,"0.000000"
162,474926,-0.010489,0.001885,-0.001658,-7.494321,0.124427,-4.125226,"0.000000"
163,477903,-0.011013,-0.000855,-0.002566,-9.513863,-1.383052,-13.371094,"0.000000"
164,480898,-0.017802,-0.004032,0.004259,-6.436693,-3.364309,-1.272982,"0.000000"
165,483900,-0.010210,-0.006964,0.004259,2.574677,-2.627319,0.827917,"0.000000"
166,486900,-0.010175,-0.010664,0.004363,5.766702,-2.703890,6.087341,"0.000000"
167,489902,-0.008482,-0.012270,-0.002234,9.308080,-1.593620,-7.374679,"0.000000"
168,492904,-0.015691,0.001868,-0.002356,2.699104,2.191825,-0.062213,"0.000000"
169,495905,-0.017802,0.004800,-0.000314,-1.880759,1.430908,-11.681760,"0.000000"
170,498912,-0.020595,0.003124,0.000140,-3.579663,2.962314,-3.972086,"0.000000"
171,501912,-0.019548,-0.002234,0.002391,2.364109,0.339781,-3.670590,"0.000000"
172,504935,-0.017750,-0.000105,0.001204,3.110669,-0.239282,5.833702,"0.000000"
173,507936,-0.019286,0.001833,0.001257,3.981657,-13.213167,-2.139183,"0.000000"
174,510931,-0.018291,0.001222,0.001100,1.545763,-0.425922,-11.930614,"0.000000"
175,513916,-0.021555,0.002985,0.000087,-0.095713,4.536791,-16.275980,"0.000000"
176,516915,0.142017,0.086027,0.012933,-1.473979,-5.388636,14.175082,"0.000000"
177,519917,0.127182,0.081786,0.012514,1.325624,-37.576885,156.796875,"0.000000"
178,572282,0.006405,-0.054454,0.008168,-20.611773,-2.029114,53.486763,"0.000000"
179,575289,0.014364,-0.003438,-0.002775,-11.265409,6.876972,-23.755945,"0.000000"
180,578013,0.001536,-0.002199,0.002269,-8.202596,11.447264,-0.315853,"0.000000"
181,580992,-0.001466,0.002793,0.003386,-2.115255,2.373680,-4.369295,"0.000000"
182,584005,0.007889,0.008570,0.000838,3.766303,2.598605,15.251852,"0.000000"
183,587002,0.005114,0.004067,-0.004468,9.432507,-6.451050,18.616159,"0.000000"
184,589994,0.005864,0.003927,-0.007051,7.073184,0.086142,12.940385,"0.000000"
185,592993,0.000541,0.006597,-0.003648,-0.301496,5.307281,15.136997,"0.000000"
186,595993,0.001623,0.012078,0.001990,-10.930414,4.656433,22.731815,"0.000000"
187,598995,0.005009,0.016109,0.002827,-11.011770,4.048656,37.261036,"0.000000"
188,601997,0.017157,0.007610,0.004869,-8.169096,-0.607777,40.031925,"0.000000"
189,604999,0.015760,-0.005480,0.003421,-0.066999,2.833102,34.566715,"0.000000"
190,608001,0.021153,-0.014818,0.000436,0.478565,0.382852,23.124239,"0.000000"
191,611020,0.022131,-0.019181,-0.001239,2.780460,-0.157926,16.208981,"0.000000"
192,614005,0.020822,-0.008098,-0.001676,0.971486,2.335395,20.989840,"0.000000"
193,617003,0.021241,0.000489,-0.000419,-1.182054,2.282753,22.884954,"0.000000"
194,620003,0.023702,0.013998,0.000192,-1.727618,1.957329,30.096924,"0.000000"
195,623007,0.026983,0.009128,-0.003543,-0.062213,0.708275,16.606190,"0.000000"
196,626010,0.023946,0.002723,-0.000419,2.445465,4.187439,9.422935,"0.000000"
197,629010,0.021729,-0.002234,-0.001728,1.928615,3.431308,-2.167897,"0.000000"
198,632015,0.019321,-0.001396,-0.001152,-0.612563,3.182454,-0.133998,"0.000000"
199,635017,0.018867,0.004241,-0.001012,-3.684947,1.272982,4.311867,"0.000000"
200,638018,0.019321,0.005114,0.002321,-3.728018,-0.306281,10.107284,"0.000000"
201,641054,0.022707,0.002758,0.002601,2.263610,-1.076770,11.734403,"0.000000"
202,644047,0.023038,-0.001972,0.001257,4.823930,-0.133998,9.288938,"0.000000"
203,647040,0.021764,-0.001815,-0.000314,4.493721,1.756332,2.191825,"0.000000"
204,650043,0.017279,0.004625,-0.000471,-4.551149,2.770889,-15.065211,"0.000000"
205,653045,0.010612,0.009442,0.001326,-8.762517,6.111269,-14.194223,"0.000000"
206,656046,0.007383,0.006824,0.003578,-9.121439,5.398208,-7.465607,"0.000000"
207,659046,0.007941,0.002758,0.004922,1.296910,8.652448,13.150954,"0.000000"
208,662046,0.012793,-0.000873,0.002601,5.010571,2.799603,8.250452,"0.000000"
209,665046,0.010629,0.000977,-0.001937,9.346365,4.498507,8.092526,"0.000000"
210,668046,0.005498,0.006021,-0.005288,3.814159,4.388436,-16.146767,"0.000000"
211,671047,0.003107,0.004922,-0.008727,1.134198,7.293324,-14.203795,"0.000000"
212,674144,-0.002548,0.001065,-0.001396,-4.177869,12.677175,-6.116055,"0.000000"
213,677104,-0.015149,-0.000925,0.001396,-4.216154,18.003597,-9.576077,"0.000000"
214,680058,-0.014992,0.004468,0.000052,-3.670590,10.413565,-9.107083,"0.000000"
215,683050,-0.016546,0.013439,-0.001658,1.335195,4.421937,-9.288938,"0.000000"
216,686050,-0.010908,0.011537,-0.003299,7.858030,-2.182254,9.633504,"0.000000"
217,689052,-0.008954,0.007627,-0.002199,8.432307,-2.062613,17.410177,"0.000000"
218,692054,-0.005376,0.012689,-0.001676,4.800003,-0.492921,16.103697,"0.000000"
219,695055,-0.000908,0.012933,0.000873,-4.043870,2.129612,-0.799203,"0.000000"
220,698056,-0.007208,0.013893,0.003526,-4.847858,4.723432,-0.344566,"0.000000"
221,701060,-0.007069,0.009966,0.004800,-6.001199,6.063413,5.747560,"0.000000"
222,704058,-0.007505,0.007435,0.004119,-0.765703,2.196611,20.602203,"0.000000"
223,707059,-0.003875,0.010420,0.001414,3.287739,0.138784,24.890142,"0.000000"
224,710067,0.000349,0.013771,-0.003560,5.986843,0.626920,30.747772,"0.000000"
225,713071,-0.030665,0.015917,-0.006981,12.801601,-12.748959,77.297745,"0.000000"
226,716063,0.006318,0.054280,-0.001780,15.060426,-16.874186,40.213776,"0.000000"
227,719064,-0.004538,0.029810,-0.009128,23.286949,11.298908,99.694572,"0.000000"
228,722064,0.006475,-0.002112,-0.004189,-11.523834,-8.130812,28.905296,"0.000000"
229,725067,0.016092,-0.066811,-0.001396,-17.807386,2.445465,18.735802,"0.000000"
230,728067,0.015778,-0.062814,-0.001169,-31.829327,-1.033700,-28.335806,"0.000000"
231,731069,-0.000052,-0.048520,-0.001449,-12.725031,3.818945,-33.489944,"0.000000"
232,734071,-0.007941,-0.030177,-0.008290,4.661219,1.818545,-20.200211,"0.000000"
233,737071,-0.003944,0.045099,-0.000733,45.262634,-11.332408,16.716259,"0.000000"
234,740088,0.005794,0.051103,-0.012462,21.903898,-17.453249,27.665815,"0.000000"
235,743086,0.009146,0.037350,-0.011275,11.313265,-16.027126,19.616360,"0.000000"
236,746076,0.011188,0.025168,-0.008447,4.637290,-11.093125,-8.178668,"0.000000"
237,749077,0.005009,-0.011973,-0.000419,-29.661430,-1.158126,-18.654446,"0.000000"
238,752078,0.006021,-0.025447,0.004590,-25.191637,-2.067399,-13.988441,"0.000000"
239,755079,0.004590,-0.008482,0.001937,-6.570691,-8.126026,7.226324,"0.000000"
240,758081,0.003368,0.018989,0.000262,33.370304,-17.338392,25.483562,"0.000000"
241,761082,0.007348,0.036303,-0.006632,35.509487,-33.016167,24.636503,"0.000000"
242,764084,0.005637,0.046373,-0.008360,21.903898,-65.802628,29.886356,"0.000000"
243,767085,-0.000297,0.037420,0.000890,-23.444876,-129.312927,27.771099,"0.000000"
244,770087,-0.012689,0.017226,0.010943,-34.906498,-152.791290,34.054653,"0.000000"
245,773087,-0.010036,0.011222,0.005166,-29.460432,-156.045532,74.574715,"0.000000"
246,776121,0.017034,-0.003840,0.003578,-3.670590,-107.681808,78.795647,"0.000000"
247,779100,0.026093,0.010926,-0.004782,4.421937,-68.535225,88.070236,"0.000000"
248,782094,0.024086,-0.009739,-0.004555,9.896715,-44.717072,16.252052,"0.000000"
249,785097,0.013998,-0.028327,-0.011729,-7.063613,-14.074583,-21.066410,"0.000000"
250,788098,-0.001100,-0.043720,-0.001344,-14.486149,-11.854043,-47.598026,"0.000000"
251,790995,-0.014748,-0.049044,0.005899,-0.827917,-9.126225,-23.277378,"0.000000"
252,794101,-0.006842,-0.018710,-0.005149,48.014378,-22.506889,6.001199,"0.000000"
253,797102,0.007453,0.030683,-0.018274,67.702522,-22.171894,24.301506,"0.000000"
254,800104,0.016336,0.064612,-0.025499,48.454659,-15.759130,6.106483,"0.000000"
255,803106,0.011798,0.064979,-0.015935,-34.241295,-7.527820,-19.544577,"0.000000"
256,806108,-0.011153,0.046548,0.007522,-61.768326,-1.521835,-38.093735,"0.000000"
257,809108,-0.025779,0.004643,0.019565,-75.881195,-0.325424,-37.543388,"0.000000"
258,812129,-0.014521,-0.009652,0.016738,-38.577087,-16.931614,-20.506491,"0.000000"
259,815114,0.003718,-0.010734,0.005986,-1.785046,-20.051853,9.073583,"0.000000"
260,818111,0.008081,-0.004363,-0.000367,29.010582,-20.664417,11.155339,"0.000000"
261,821113,0.011851,-0.001222,-0.007697,20.281565,-8.709875,-4.694718,"0.000000"
262,824113,0.000646,0.003002,-0.004782,0.143569,2.014757,-16.146767,"0.000000"
263,827114,-0.006650,-0.005428,0.011502,-14.213367,9.638290,-23.698515,"0.000000"
264,830117,-0.014957,-0.014190,0.010140,-19.319651,16.041483,-10.518848,"0.000000"
265,833118,-0.012636,-0.015900,0.005236,-3.177669,15.132211,3.148955,"0.000000"
266,836120,-0.000698,0.003002,0.001117,23.387447,11.255837,23.717659,"0.000000"
267,839137,0.006824,0.025761,-0.008447,37.093536,5.848059,15.194424,"0.000000"
268,842134,0.002286,0.026145,-0.009844,26.167908,3.838088,3.058027,"0.000000"
269,845123,-0.006370,0.028815,-0.005952,14.045869,3.833302,-18.242878,"0.000000"
270,848124,-0.013230,0.024278,-0.002653,-7.063613,1.957329,-15.596418,"0.000000"
271,851125,-0.014521,0.015638,0.000593,-6.427122,0.143569,0.540778,"0.000000"
272,854128,-0.007069,0.021101,0.003316,-3.163311,-4.287939,18.936798,"0.000000"
273,857129,-0.000524,0.013177,-0.001937,-10.375279,-5.910272,21.956541,"0.000000"
274,860131,0.002950,0.007330,-0.001501,-14.112868,-7.508677,11.452050,"0.000000"
275,863132,-0.001641,0.008639,0.001204,-16.764114,-5.307281,-6.427122,"0.000000"
276,866133,-0.008674,0.006301,0.003752,-21.296124,-5.134997,-10.992628,"0.000000"
277,869135,-0.011711,0.001833,0.004974,-14.519649,-5.694918,-4.919643,"0.000000"
278,872138,-0.006842,-0.002478,0.004136,-6.709475,-8.312666,14.404792,"0.000000"
279,875170,-0.000576,-0.001396,0.001658,3.192025,-5.608777,23.755945,"0.000000"
280,878150,0.002653,-0.013317,-0.001484,3.067599,-5.015357,9.250652,"0.000000"
281,881143,-0.002147,-0.007295,-0.002775,2.009971,2.139183,-12.203396,"0.000000"
282,884155,-0.008430,0.007435,-0.003054,-6.872187,6.661619,-15.706488,"0.000000"
283,887157,-0.014469,0.005585,-0.002653,-6.288338,8.910872,-6.245267,"0.000000"
284,890150,-0.016301,-0.009163,0.005882,2.914458,7.264609,1.976472,"0.000000"
285,893152,-0.015132,0.000384,-0.000157,14.366508,5.694918,7.767102,"0.000000"
286,896154,-0.012549,0.014678,-0.005847,10.671989,1.952543,8.786446,"0.000000"
287,899155,-0.009338,0.010891,-0.001990,11.916257,1.986043,6.139983,"0.000000"
288,902157,-0.009983,0.010140,-0.003665,6.465407,1.129412,-0.478565,"0.000000"
289,905157,-0.013247,0.014137,-0.004922,0.133998,0.851845,-4.771288,"0.000000"
290,908159,-0.014329,0.016424,-0.004224,0.507278,2.220540,-3.637091,"0.000000"
291,911205,-0.013177,0.019129,-0.002129,3.565306,0.957129,0.105284,"0.000000"
292,914166,-0.011414,0.030700,-0.001012,-0.062213,-0.200997,4.259224,"0.000000"
293,917164,-0.012287,0.023771,0.000785,-4.972286,-1.756332,2.742175,"0.000000"
294,920164,-0.013073,0.016511,0.001955,-5.034499,-0.909273,-1.526621,"0.000000"
295,923167,-0.010961,0.007400,0.004014,-6.795617,-3.622734,-6.819545,"0.000000"
296,926168,-0.011729,0.021363,0.000332,-5.661418,-2.431108,9.968499,"0.000000"
297,929169,0.002059,0.036181,-0.008674,-2.005185,0.421137,42.731026,"0.000000"
298,932170,-0.009547,0.042080,0.004067,4.819145,-0.449851,39.452858,"0.000000"
299,935200,-0.001868,0.044820,0.000733,4.412365,8.456235,71.397049,"0.000000"
300,938199,-0.007069,0.028763,-0.001169,0.033500,5.163712,79.164146,"0.000000"
301,941223,0.008290,-0.009180,-0.004311,-6.120841,3.732804,56.901321,"0.000000"
302,944212,0.003944,-0.054454,-0.003560,-21.832115,-2.210968,6.159126,"0.000000"
303,947202,0.004433,-0.069447,-0.000227,-17.056042,1.450051,-12.141183,"0.000000"
304,950206,0.002059,-0.035971,0.003072,-4.058227,0.382852,-6.403194,"0.000000"
305,953103,0.001449,-0.017314,-0.001152,4.747360,-3.388237,15.893129,"0.000000"
306,956211,0.002199,0.042621,-0.009320,33.001808,0.191426,19.209579,"0.000000"
307,959214,0.001309,0.050911,-0.017157,19.635504,-5.804988,1.828116,"0.000000"
308,962215,0.006318,0.031451,-0.004957,17.257036,2.536392,-5.072784,"0.000000"
309,965216,0.004346,0.030369,0.001326,-13.036098,4.517649,-7.345966,"0.000000"
310,968219,0.004782,0.035308,0.005934,-18.190239,10.179068,-2.780460,"0.000000"
