t,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
7710,0,-0.012217,0,-0.267996,2.163112,9.705289
10595,-0.002443,-0.009774,-0.002443,-0.267996,2.172683,9.700503
13763,0,-0.014661,-0.002443,-0.26321,2.163112,9.719646
16589,0,-0.014661,-0.002443,-0.253639,2.167897,9.690931
19615,-0.002443,-0.012217,0,-0.267996,2.182254,9.710074
22607,-0.002443,-0.014661,-0.002443,-0.267996,2.172683,9.690931
25590,0,-0.014661,-0.002443,-0.244068,2.177469,9.68136
28593,0,-0.009774,0,-0.26321,2.172683,9.695717
32907,0.002443,-0.012217,0,-0.267996,2.177469,9.700503
35619,0.002443,-0.012217,-0.002443,-0.272782,2.167897,9.68136
38620,0,-0.014661,-0.002443,-0.258425,2.177469,9.705289
41621,-0.004887,-0.009774,0,-0.272782,2.153541,9.71486
44622,-0.002443,-0.014661,0,-0.26321,2.172683,9.676576
47624,-0.002443,-0.014661,-0.002443,-0.272782,2.182254,9.68136
50625,0,-0.014661,-0.002443,-0.253639,2.153541,9.695717
53626,-0.004887,-0.014661,0,-0.253639,2.182254,9.705289
56626,0,-0.012217,-0.002443,-0.253639,2.177469,9.700503
59629,-0.002443,-0.012217,-0.002443,-0.258425,2.177469,9.686147
62630,0,-0.012217,-0.002443,-0.248854,2.163112,9.686147
65631,0,-0.012217,-0.002443,-0.272782,2.182254,9.690931
68632,0.002443,-0.012217,-0.002443,-0.291924,2.163112,9.705289
71634,0.002443,-0.012217,0,-0.272782,2.158326,9.710074
74877,0,-0.012217,-0.002443,-0.248854,2.167897,9.695717
77639,0,-0.012217,0,-0.267996,2.18704,9.700503
80641,0,-0.012217,-0.002443,-0.253639,2.177469,9.705289
83641,0,-0.017104,0,-0.272782,2.177469,9.705289
86643,0,-0.014661,0,-0.272782,2.172683,9.700503
89644,0,-0.012217,0,-0.258425,2.177469,9.700503
92646,0,-0.014661,0,-0.272782,2.167897,9.695717
95649,0.002443,-0.014661,-0.004887,-0.258425,2.177469,9.700503
98650,0.002443,-0.012217,0,-0.272782,2.316252,9.810574
101653,0.002443,-0.014661,0.002443,-0.234497,2.880959,10.365708
104654,0.014661,-0.026878,0.004887,0.052642,4.010371,11.619547
107656,0.041539,-0.073304,-0.002443,0.478565,4.737789,13.007383
110658,0.153938,-0.200364,-0.039095,2.167897,8.953942,15.481564
113659,0.234572,-0.332311,-0.092852,3.756732,9.978071,18.616159
116660,0.31032,-0.491136,-0.212581,2.268396,13.112668,18.180666
119661,0.442266,0.259007,-0.293215,-2.689533,12.710675,16.204195
123424,0.601091,1.006706,-0.083078,-4.010371,13.777873,9.561719
126180,0.818559,0.728151,0.212581,-3.493521,19.654646,17.510675
129140,0.757473,0.117286,-0.073304,0.038285,20.793629,18.372091
134164,0.884533,-0.439823,-0.244346,2.177469,18.965511,8.537591
136876,0.901637,0.095295,-0.080634,-2.933601,18.051453,2.120041
139878,0.811229,-0.447153,-0.073304,-1.07677,20.544777,4.546363
142880,0.610865,-0.786794,-0.114843,0.33021,22.425535,5.996414
145881,0.557109,-0.845438,-0.12706,0.11007,28.555944,4.22094
148884,0.933402,-0.285885,0.090408,-0.995414,26.66083,1.842474
151887,0.874759,0.041539,0.173486,-2.354537,28.359732,1.89033
154889,0.713491,0.271224,0.009774,1.129412,27.852455,4.613362
157891,0.518014,0.061087,-0.073304,0.583849,29.340792,-0.081356
160894,0.559553,0.234572,-0.00733,-0.775275,28.996225,-1.531407
163896,0.430049,0.271224,-0.026878,-0.435494,28.096523,1.923829
166898,0.268781,-0.180816,-0.109956,-1.115055,29.364719,4.388436
169901,0.285885,0.046426,-0.026878,-1.201197,30.455847,6.230911
172904,0.344528,0.087965,0.002443,-0.622134,31.709686,4.173083
175905,0.322537,-0.068417,-0.058643,-0.89013,28.910084,2.191825
178906,0.173486,0.131947,-0.073304,-2.871387,24.191437,-2.120041
181908,0.136834,0.131947,0.021991,-1.545763,28.04388,2.067399
184911,-0.06353,-0.149051,0.017104,0.047856,30.34099,9.743573
187913,0.017104,-0.112399,0.002443,0.933201,33.049664,10.987842
190915,0.271224,0.026878,0.026878,-0.100499,30.049068,2.794817
193916,0.087965,-0.002443,-0.021991,1.430908,27.718458,4.163511
196918,-0.034208,-0.244346,-0.043982,1.344766,30.455847,5.18764
199921,0.080634,-0.117286,0.029322,-2.364109,29.910284,3.359523
202922,0.009774,0.285885,-0.004887,-1.584049,31.680973,6.41755
205924,-0.014661,0.090408,-0.014661,-0.636491,31.872398,4.622933
208925,-0.017104,0.029322,0.06353,-1.971686,30.369707,1.861616
211927,-0.185703,0.019548,0.043982,-1.182054,29.800215,1.363909
214930,-0.114843,-0.097738,0.053756,-1.086341,31.724045,2.569892
217931,-0.095295,-0.107512,0.092852,1.234697,28.445877,10.576276
220933,-0.244346,-0.210138,0.048869,2.196611,31.063625,10.887343
223935,-0.00733,-0.171042,0.051313,0.866202,33.097523,13.60559
226936,0.131947,0.151495,-0.574213,-1.253839,29.838497,7.85803
229939,0.219911,0.12706,-0.048869,-0.650848,30.527634,6.197411
232942,0.12706,0.161268,0.014661,-0.311067,31.48476,9.040084
235942,0.051313,0.229685,0.048869,-0.717847,34.504505,13.141382
238944,0.249233,-0.043982,0,-0.928415,33.265022,11.844473
241945,0.26145,0.034208,0.00733,-2.660819,26.785255,7.776673
244948,0.259007,-0.12706,0.0562,0.143569,28.393232,3.847659
247950,0.224798,-0.466701,0.073304,2.096112,32.791241,10.250853
250952,0.229685,-0.356745,0.075747,0.732204,34.887356,8.729016
253955,0.344528,-0.097738,0.097738,-0.114855,27.952953,1.0337
256957,0.100182,-0.175929,-0.004887,1.024128,27.656244,-1.067199
259961,0.026878,-0.168599,0.024435,1.895116,27.948168,0.119641
262961,0.083078,0.112399,0.046426,1.215554,36.160336,10.222138
265963,0.312763,0.097738,-0.009774,0.856631,36.021549,6.987042
268965,0.295659,0.105069,-0.053756,0.239282,30.015568,1.818545
271968,0.053756,0.175929,0.598648,0.191426,28.584658,0.875773
274981,-0.00733,-0.061087,0.024435,0.698704,31.896326,6.71426
277981,0.061087,0,-0.029322,1.067199,33.585655,8.413164
280971,0.136834,0,-0.036652,-0.052642,32.260036,7.776673
283975,0.095295,0.210138,-0.061087,-1.177269,30.173494,4.130012
286977,0.112399,0.207694,-0.002443,-1.770689,28.756943,1.028914
289977,0.107512,0.095295,-0.601091,1.588834,34.37529,7.29811
292987,-0.029322,-0.18326,-0.107512,1.124627,33.65744,6.886543
295988,0.029322,0.043982,-0.124617,-0.081356,28.06781,2.277967
298991,0.034208,0.036652,-0.068417,-2.550749,29.149364,4.240082
301995,-0.144164,0.131947,-0.051313,1.29691,35.207993,11.619547
304998,0.087965,-0.293215,-0.058643,1.531407,35.231922,9.04487
307999,0.173486,0.00733,-0.139277,-1.354338,23.018953,-0.693919
311000,-0.173486,-0.024435,-0.085521,-0.253639,28.699516,4.74736
314003,-0.144164,0.039095,-0.117286,0.224925,34.523643,15.294923
317004,0.090408,0.12706,-0.12706,-2.239682,28.077381,6.752545
320005,0.161268,0.224798,-0.095295,-2.723032,26.086555,2.301895
323006,0.019548,0.039095,-0.036652,-0.181855,32.317463,7.733603
326008,0.102625,-0.271224,-0.112399,-0.655633,31.590044,4.737789
329009,0.219911,0.188146,-0.11973,-1.727618,21.152552,-4.48415
332010,0.019548,-0.105069,-0.073304,-1.335195,26.292336,-0.387637
335012,-0.161268,-0.073304,-0.090408,0.200997,36.471401,10.983056
338014,0.346971,0.122173,-0.07086,-1.85683,30.508488,5.915058
341016,0.219911,0.175929,-0.085521,-2.694318,22.597816,-3.924229
344019,-0.041539,0.073304,-0.004887,0.081356,34.054653,8.504092
347021,-0.014661,-0.075747,-0.041539,1.277767,37.045681,15.165709
350023,0.219911,0.202807,-0.105069,-1.627119,37.596031,12.366108
353026,0.290772,0.510683,0.002443,-2.541178,24.062225,-2.947958
356028,0.075747,-0.349415,-0.058643,-1.411765,28.235306,2.574677
359029,-0.102625,0.271224,-0.078191,-1.986043,31.633116,4.441079
362030,0.083078,0.25412,0.002443,-1.339981,33.18845,7.427322
365032,0.124617,-0.163712,-0.095295,-1.057628,30.982267,4.948358
368033,-0.105069,0.041539,-0.053756,-3.541378,21.72683,-9.135797
371035,-0.136834,-0.024435,0.06353,-2.474179,19.779072,-10.140782
374037,-0.237016,-0.239459,0.065973,0.708275,36.126835,11.356337
377046,-0.342085,-0.117286,0.043982,1.234697,37.414177,20.334208
380047,-0.051313,0.073304,0.004887,-0.215354,33.68137,12.734602
383051,0.105069,-0.065973,0.051313,-1.971686,24.272793,1.866402
386055,-0.048869,-0.259007,0.031765,0.894916,15.089141,-15.826129
389057,-0.105069,-1.067793,-0.026878,4.12044,36.346977,11.48555
392059,-0.271224,-0.241903,0.039095,1.158126,40.400421,13.509877
395061,0.053756,0.212581,0.109956,-3.684947,25.579275,-1.761117
398062,0.095295,0.122173,-0.021991,5.259424,26.823542,11.12184
401064,-0.518014,-0.671952,-0.080634,2.273182,36.351761,16.376478
404062,-0.217468,0.576657,0,-2.651247,26.316263,1.942972
407062,0.19059,1.163087,0.078191,1.761117,20.219351,-0.047856
