t,gyro_x,gyro_y,gyro_z,acc_x,acc_y,acc_z
7735,0,-0.012217,-0.002443,-0.086142,2.014757,9.729217
11060,0.004887,-0.014661,-0.002443,-0.086142,2.019542,9.719646
13843,-0.002443,-0.014661,-0.002443,-0.071785,2.029114,9.729217
16843,0,-0.012217,0,-0.086142,2.038685,9.729217
19845,0.002443,-0.012217,-0.002443,-0.086142,2.024328,9.724432
22845,0,-0.012217,0,-0.071785,2.024328,9.738788
25848,-0.002443,-0.017104,0,-0.07657,2.024328,9.710074
28851,-0.002443,-0.012217,0.623083,-0.062213,2.014757,9.743573
31852,0,-0.009774,0,-0.095713,2.019542,9.743573
34855,0,-0.012217,0,-0.071785,2.024328,9.729217
37858,0,-0.012217,-0.625526,-0.071785,2.009971,9.71486
40860,0,-0.009774,-0.002443,-0.086142,2.014757,9.738788
43863,-0.002443,-0.012217,-0.002443,-0.086142,2.014757,9.743573
46864,0,-0.014661,0.623083,-0.095713,2.019542,9.738788
49865,0,-0.012217,-0.002443,-0.071785,2.014757,9.724432
52867,0,-0.014661,-0.002443,-0.07657,2.024328,9.724432
55870,0.002443,-0.012217,-0.002443,-0.071785,2.038685,9.738788
58871,-0.002443,-0.012217,0,-0.071785,2.019542,9.734003
61873,-0.002443,-0.012217,-0.002443,-0.07657,2.019542,9.743573
64875,0,-0.012217,-0.625526,-0.057428,2.038685,9.719646
67878,0.002443,-0.012217,-0.002443,-0.07657,2.033899,9.729217
73906,0,-0.012217,-0.002443,-0.062213,2.024328,9.724432
76701,0.002443,-0.012217,-0.002443,-0.081356,2.024328,9.729217
80213,0.002443,-0.014661,-0.002443,-0.081356,2.0004,9.729217
82996,0.002443,-0.012217,0,-0.057428,2.014757,9.743573
85997,0,-0.012217,-0.002443,-0.081356,2.024328,9.743573
89003,0.002443,-0.012217,-0.002443,-0.081356,2.029114,9.729217
92005,0.002443,-0.012217,-0.004887,-0.090927,2.009971,9.738788
95006,0.002443,-0.014661,0,-0.07657,2.038685,9.729217
98005,-0.002443,-0.012217,0,-0.090927,2.014757,9.729217
101007,0,-0.012217,-0.002443,-0.081356,2.019542,9.743573
104069,0,-0.012217,-0.002443,-0.07657,2.005185,9.734003
107009,0,-0.012217,-0.002443,-0.086142,2.048256,10.968699
110011,0,-0.014661,-0.002443,0.325424,3.072384,10.705488
113013,0.017104,-0.029322,-0.004887,0.674776,3.684947,11.609976
116015,0.043982,-0.034208,-0.019548,1.205983,3.751946,13.232309
119017,0.073304,-0.029322,-0.043982,3.70409,6.393622,14.423936
122018,0.19792,-0.312763,-0.061087,5.651847,9.523434,16.323835
125020,0.288328,-0.349415,-0.129503,5.522635,14.591433,18.458235
128022,0.395841,0.713491,-0.288328,-1.598405,13.30888,20.042284
131024,0.647517,0.803899,-0.24679,-2.924029,13.165311,14.668003
134026,0.654848,0.266337,-0.109956,-2.962314,14.443078,14.333008
137028,0.723264,-0.07086,-0.112399,-0.095713,18.510876,17.429319
140030,0.894307,-0.109956,-0.168599,0.22014,18.783659,15.318851
143032,0.950506,-0.273668,-0.173486,0.540778,19.721645,12.863814
146034,0.95295,-0.483805,-0.212581,-0.138784,18.989441,9.174082
149036,1.026254,-0.322537,-0.234572,0.086142,18.171095,6.288338
152038,1.004262,-0.474031,-0.207694,0.770489,20.070995,5.249853
155039,0.945619,-0.5791,-0.212581,1.852045,27.689745,7.092326
158041,0.984715,-0.002443,-0.263894,-0.062213,28.048666,7.101898
161042,0.96028,0.356745,-0.293215,-0.899701,26.895327,5.536992
164044,0.884533,-0.454484,-0.058643,1.603191,27.684959,5.489135
167679,0.935845,-0.043982,-0.039095,1.397408,27.92424,3.905087
170465,0.930959,-0.036652,-0.146608,2.029114,25.986055,-1.091127
174936,0.659734,-0.510683,-0.173486,2.847459,26.823542,-0.430708
177723,0.586431,-0.024435,-0.217468,0.334995,29.996424,5.503492
180723,0.615752,0.188146,-0.278555,-1.019342,32.082966,8.796017
183725,0.645074,0.390954,-0.266337,-3.125026,28.450661,7.728817
186725,0.676839,0.061087,0.012217,-2.909672,29.776285,4.474578
189725,0.703717,-0.065973,0.017104,-3.326023,26.971897,-1.612763
192728,0.581544,-0.202807,-0.031765,-1.153341,28.125238,-5.522635
195730,0.393397,-0.601091,0.021991,3.661019,32.245678,1.923829
198732,0.219911,-0.368963,-0.051313,1.74676,33.097523,1.0337
201752,0.283441,0.024435,-0.207694,-0.717847,31.015768,3.608377
204741,0.290772,0.378736,-0.298102,-3.024528,29.422148,2.062613
207742,0.256563,0.124617,-0.075747,-2.852245,28.656445,-1.440479
210745,0.185703,-0.136834,0.087965,-2.359323,32.542389,0.717847
213745,0.00733,-0.232129,-0.061087,1.22034,31.747971,0.808774
216746,-0.073304,-0.171042,-0.13439,1.0002,31.250265,2.244468
219748,-0.100182,0.012217,-0.151495,-1.167697,30.44149,4.618148
222748,-0.11973,0,-0.06353,-3.278167,30.647274,6.709475
225753,-0.046426,-0.139277,-0.002443,-2.699104,31.441692,6.838687
228753,0.036652,-0.249233,0.043982,-0.40678,33.394234,6.642476
231755,-0.019548,-0.234572,-0.012217,1.363909,32.590244,5.178068
234756,-0.087965,-0.156382,-0.0562,0.947558,31.393833,5.848059
237757,-0.149051,-0.046426,-0.065973,0.803988,29.881569,4.110869
240758,-0.009774,-0.102625,-0.090408,-4.9675,25.828129,0.468993
243760,-0.298102,0.100182,-0.046426,-1.244268,27.354748,2.603391
246761,-0.00733,-0.376293,0.141721,4.48415,32.12125,5.991628
249764,-0.019548,0.102625,-0.024435,-5.982057,29.51786,6.068198
252765,-0.244346,0.933402,-0.180816,0.133998,29.06801,6.101698
255767,-0.129503,-0.476475,-0.00733,6.04427,30.570702,11.734403
258768,0.092852,0.608422,0.002443,-2.029114,31.144981,11.241481
261769,0.175929,0.425162,-0.048869,2.775674,33.145378,12.423535
264770,0.234572,-0.395841,0.002443,-0.363709,27.972097,3.192025
267772,0.080634,0.271224,0.009774,-0.62692,26.938398,2.277967
270774,-0.019548,-0.476475,0.095295,2.775674,29.694929,4.867002
273775,0.031765,-0.713491,0.078191,1.607977,28.488945,8.528021
276776,0.171042,0.461814,-0.095295,0.435494,31.293333,10.360922
279777,0.210138,-0.259007,-0.085521,2.053042,32.987453,10.289137
282778,0.268781,-0.168599,-0.039095,-0.0335,31.125837,5.714061
285780,0.293215,0.376293,-0.043982,-1.502692,31.154552,5.804988
288782,0.229685,-0.322537,0.051313,1.435694,30.84827,3.048456
291785,0.273668,-0.630413,0.051313,2.440679,30.867413,4.718646
294788,0.141721,0.320093,-0.107512,2.115255,28.536802,4.22094
297789,0.207694,-0.131947,-0.112399,1.397408,29.336006,4.0008
300791,0.229685,-0.061087,-0.100182,-0.832702,33.45166,7.345966
303792,0.26145,-0.014661,-0.092852,-0.062213,32.370106,6.26441
306794,0.256563,0.344528,-0.168599,-4.005585,28.144379,0.540778
309795,0.136834,0.400728,-0.112399,0.641276,29.986853,3.048456
312796,0.004887,-0.263894,0.051313,0.521635,31.901112,5.824131
315799,0.122173,0.131947,-0.078191,2.201397,33.284164,7.85803
318801,0.144164,0.097738,-0.18326,-1.215554,27.172895,1.737189
321802,-0.034208,0.034208,-0.122173,-0.172283,29.527431,3.062813
324803,-0.065973,0.144164,-0.048869,1.74676,33.729229,8.288737
327806,0.092852,0.124617,-0.075747,-3.014956,30.934412,5.771488
330808,0.041539,0.493579,-0.26145,-1.287339,29.551361,5.283352
333810,0,-0.046426,-0.087965,1.22034,30.675987,6.020342
336813,0.144164,-0.06353,-0.012217,-1.29691,29.082365,3.0006
339815,0.161268,0.029322,-0.173486,-0.564706,28.163523,4.04387
342818,-0.026878,-0.234572,-0.080634,-0.07657,29.828928,2.828316
345819,0.041539,-0.112399,-0.041539,-1.741975,31.188051,6.738188
348820,0.112399,0.459371,-0.180816,-2.254039,29.197222,4.278367
351823,0.080634,-0.021991,-0.141721,-1.339981,26.847469,1.349552
354825,0.012217,-0.271224,-0.07086,-0.492921,30.388847,4.63729
357826,0.034208,0.100182,-0.041539,3.201597,35.758339,12.031113
360827,0.078191,0.087965,-0.092852,-0.004786,34.920856,9.432507
363830,0.149051,0.586431,-0.234572,-3.909872,28.599018,3.972086
366831,0.048869,0.024435,-0.058643,-3.172883,26.115267,0.521635
369833,0.068417,-0.339641,0.092852,-2.18704,29.321648,3.445665
372834,0.012217,-0.195477,0.043982,1.062413,30.216564,7.580462
375836,0.043982,0.100182,-0.065973,-0.358923,27.651459,4.656433
378838,0.017104,-0.002443,-0.085521,0.200997,26.498119,4.675576
381839,-0.029322,-0.090408,-0.078191,-0.961915,26.995827,0.272782
384841,0.073304,0.415388,-0.048869,-7.374679,22.660028,-4.072584
387842,-0.364076,0.38118,0.021991,-0.803988,22.171894,-6.412765
390843,-0.087965,-0.376293,0.178373,2.493321,28.747372,-0.334995
393844,-0.234572,-0.112399,-0.051313,-2.153541,31.269405,5.809773
396846,-0.547335,0.244346,-0.307876,5.182854,30.910482,9.45165
399847,-0.219911,-1.004262,-0.327424,-3.115455,31.010981,9.939785
402849,-0.00733,1.903456,-0.136834,-9.394221,24.000011,-3.833302
405851,-0.285885,1.111775,-0.043982,-5.292924,21.72683,-4.603791
408854,-0.564439,-1.419651,0.129503,7.944171,31.963326,16.347765
411855,-0.278555,-0.224798,-0.097738,0.823131,24.315865,10.159925
414856,-0.029322,1.808161,-0.288328,-2.225325,24.617359,13.189239
417858,-0.195477,0.676839,-0.280998,0.086142,23.052454,3.225525
420860,-0.117286,-0.259007,-0.048869,-3.407379,23.722445,5.407779
423862,-0.13439,0.620639,-0.034208,1.234697,26.019554,3.397808
426864,-0.041539,-0.268781,-0.00733,3.546163,31.049267,7.9011
429865,-0.205251,0.605978,-0.19792,-1.990828,28.230522,6.608976
432867,-0.188146,1.116662,-0.298102,4.235296,31.781471,15.773487
435868,-0.009774,-0.549779,-0.26145,-4.26401,33.408588,16.338192
438870,0.395841,2.306627,-0.432493,-10.116854,28.551161,10.925628
441873,0.315206,1.91323,-0.19792,-5.273781,23.866014,1.569692
444875,0.26145,-0.598648,0.036652,-4.388436,25.277777,-4.656433
447878,0.021991,-0.195477,-0.146608,-3.038885,24.181866,0.37328
450879,-0.185703,-0.425162,-0.11973,3.0006,24.91407,5.575277
453881,-0.109956,-1.441642,-0.065973,-2.775674,29.144579,12.457035
456883,0.259007,0.674395,-0.193033,-4.938786,25.201208,1.689333
459885,0.041539,0.280998,-0.046426,-1.201197,25.076784,0.961915
462886,-0.202807,-0.989602,0.043982,-2.148755,23.971298,-2.766103
465888,-0.483805,0.412945,0.043982,-1.335195,18.343378,-8.432307
468891,-0.603535,-0.166155,0.078191,4.192225,17.9366,-0.521635
471893,-0.730595,-1.133766,-0.036652,-2.019542,12.811172,-3.081956
474895,-0.752586,0.481362,-0.090408,3.661019,15.519848,2.115255
477896,-0.835664,-0.19059,-0.026878,1.67019,17.58246,3.627519
481916,-0.774577,0.337198,-0.153938,-5.268996,12.868601,-0.354138
484711,-1.202183,0.723264,0.036652,-2.431108,17.123039,7.29811
487712,-1.356121,-0.185703,-0.561996,-4.938786,5.178068,6.556334
490712,-1.39766,-0.37385,0.168599,-1.426122,0.521635,6.403194
493713,-1.446529,-0.877202,0.232129,-1.828116,0.162712,10.710275
496714,-1.209513,-0.862542,0.156382,2.924029,6.460621,16.247265
499716,-0.777021,-0.689056,0.266337,7.135397,19.587646,37.835312
502717,-1.353677,0.796568,0.217468,5.479564,46.028336,79.508713
505719,0.268781,1.96943,-0.048869,-9.059227,-6.762117,15.653846
508714,-3.970624,-3.582114,0.647517,1.301696,1.019342,-63.060448
511716,-14.426193,-5.519778,1.089784,31.159336,1.545763,-1.330409
514716,-1.766622,4.813618,1.339017,67.444099,-62.194244,53.714081
517716,-10.890506,-2.61939,0.520457,3.603591,-105.863258,38.333019
520723,-5.255884,1.600467,-1.028697,9.461221,-59.260647,-8.216953
523725,-3.073874,-2.660929,-1.590693,-9.274581,19.137794,-25.655844
526725,-2.528982,2.255314,-1.837483,-12.064612,2.545963,-46.133617
529725,-5.451361,5.448918,-1.605354,-14.222939,26.009983,-19.109081
532728,-6.924768,2.406809,0.886976,-24.545576,-6.015556,57.509098
535730,-3.374419,1.656667,-0.229685,-22.382463,-3.349952,42.826736
538732,-3.638313,0.593761,-0.124617,9.896715,-1.641476,61.892754
541733,-2.145359,1.2706,0.251676,-14.184652,1.536192,4.627719
544734,-2.768441,0.928515,0.217468,-14.24208,12.026326,-30.106495
547740,-3.442837,-1.781283,-0.100182,-31.62833,12.787244,-25.823341
550741,-4.879591,-3.511253,1.248608,-5.709275,-8.116454,5.771488
553742,-3.885103,-2.04029,1.070236,0.124427,-7.149755,38.289948
556745,-3.232699,-2.624277,0.869872,7.771888,-13.768302,45.655056
559745,-2.094046,-3.491706,-0.202807,27.172895,-16.778473,-10.346565
562745,-0.300546,-3.425732,-0.322537,21.075983,-2.507678,10.968699
565746,-1.282817,0.559553,0.039095,19.051655,-9.877572,-36.902111
568748,-2.04029,0.466701,-0.017104,1.459622,-12.662817,7.125826
571749,-2.304183,0.574213,-0.818559,0.880559,-10.576276,22.889742
574750,-0.982271,1.612684,-0.329867,2.995814,-7.436893,34.356148
577751,-0.100182,1.754405,-0.163712,-5.493921,0.363709,-9.408579
580754,0.395841,2.142915,-0.395841,1.167697,9.958928,-22.124037
583757,-0.334754,1.280374,-0.469144,3.273381,10.935199,-21.128626
586758,-1.282817,1.253495,-0.276111,-4.699504,2.785245,-1.804188
589760,-1.470963,2.074498,-0.105069,-9.312866,0.961915,14.170296
592763,-0.918741,1.507615,0.178373,-17.596819,-3.120241,19.826929
595763,-0.090408,0.447153,0.581544,-14.768502,-2.249253,1.244268
598765,0.88942,-1.605354,0.471588,-8.07817,-1.526621,-14.830715
601768,0.659734,-2.795319,0.464258,5.283352,-1.694118,-23.693731
604769,-0.029322,-4.686558,0.322537,12.969099,-3.062813,-4.74736
607770,-0.76969,-4.244291,0.102625,10.896914,-8.46102,6.173482
