time,position,velocity,current,rpm
23:52.4,-0.019,0.05,6.672,57.678
23:52.5,-0.013,0.402,16.989,255.432
23:52.5,0.007,1.117,21.107,473.328
23:52.5,0.051,1.863,24.556,802.918
23:52.6,0.13,2.897,24.24,1112.366
23:52.6,0.288,4.188,23.485,1532.593
23:52.6,0.425,5.03,24.267,1799.927
23:52.7,0.582,5.839,23.648,2085.572
23:52.7,0.767,6.667,25.227,2326.355
23:52.7,0.99,7.451,18.813,2573.548
23:52.8,1.218,7.881,14.177,2664.185
23:52.8,1.468,8.021,11.974,2680.664
23:52.8,1.697,8.076,12.029,2679.749
