time,position,velocity,current,rpm
26:37.7,-0.018,0.041,7.38,50.354
26:37.8,-0.013,0.443,18.934,250.855
26:37.8,0.009,1.103,22.33,509.949
26:37.8,0.052,1.912,24.376,787.354
26:37.9,0.151,3.109,24.772,1175.537
26:37.9,0.262,3.943,23.704,1451.111
26:37.9,0.386,4.771,24.361,1730.347
26:38.0,0.538,5.616,24.827,2009.583
26:38.0,0.723,6.472,25.763,2330.933
26:38.0,0.92,7.209,25.401,2535.095
26:38.1,1.15,7.803,14.943,2638.55
26:38.1,1.408,8.01,10.433,2687.073
26:38.1,1.653,8.054,8.317,2730.103
