time,position,velocity,current,rpm
54:27.0,-0.069,0.05,7.401,101.624
54:27.0,-0.061,0.404,20.507,236.206
54:27.1,-0.038,1.145,22.151,1235.047
54:27.1,0.21,3.904,25.095,1360.474
54:27.1,0.309,4.579,24.95,1587.525
54:27.1,0.37,4.931,24.652,1772.461
54:27.2,0.517,5.743,24.55,2075.501
54:27.2,0.714,6.659,25.851,2372.132
54:27.3,0.958,7.564,20.699,2596.436
54:27.3,1.213,7.933,13.428,2671.509
54:27.3,1.464,8.029,9.487,2680.664
54:27.3,1.704,8.062,13.955,2672.425
